Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
34-37,15,"Higher education ",Director of marketing,Master's Degree,USA,99960.00,0.00,0.00,Female
34-37,6,Public Service,Board Secretary,Bachelor's Degree,CANADA,100000.00,0.00,0.00,Female
34-37,12,Finance Accounting,"Assistant controller ",Bachelor's Degree,USA,100000.00,0.00,0.00,Female
34-37,12,Education,Ag Teacher,Master's Degree,USA,100000.00,0.00,0.00,Female
34-37,10,Travel,Travel Advisor,Bachelor's Degree,USA,100000.00,0.00,0.00,Female
34-37,13,Hospitality,Biz Ops Manager,Bachelor's Degree,USA,100000.00,0.00,0.00,Female
34-37,12,"Healthcare ","Registered Nurse ",Bachelor's Degree,USA,100000.00,0.00,0.00,Female
34-37,3,Product Manager,Associate PM,Bachelor's Degree,USA,100000.00,0.00,0.00,Female
34-37,10,"Insurance agent ","Insurance agent ","High School Graduate, Diploma or the equivalent (e",USA,100000.00,0.00,0.00,Female
34-37,6,Edication,School director,Master's Degree,USA,100000.00,0.00,0.00,Female
34-37,15,"Fashion ","Stylist ","Some College credit, no degree",USA,100000.00,0.00,0.00,Female
34-37,5,Packaging,Information system manager,"Some College credit, no degree",USA,100000.00,0.00,0.00,Female
34-37,10,Oil and gas,"Lab technician ","Some College credit, no degree",USA,100000.00,0.00,0.00,Female
34-37,12,Insurance Broker,Account Manager,Bachelor's Degree,USA,100000.00,0.00,0.00,Female
34-37,5," Nurse consultant","Clinical Reimbursement Specialist ",Associate Degree,USA,100000.00,0.00,0.00,Female
34-37,10,N/A,N/A,Associate Degree,USA,100000.00,0.00,0.00,Female
34-37,10,Events,Director of Events,Bachelor's Degree,USA,100000.00,0.00,0.00,Female
34-37,5,"Government ",LMFT,Master's Degree,USA,100760.00,0.00,0.00,Female
34-37,13,Nuclear power,Sr. Quality Engineer,Bachelor's Degree,USA,101000.00,0.00,0.00,Female
34-37,8,Logistics,N/A,Master's Degree,USA,101000.00,0.00,0.00,Female
34-37,11,"Education ",School Psychologist,Master's Degree,USA,101079.00,0.00,0.00,Female
34-37,11,Utility,Project Manager,Bachelor's Degree,USA,101420.00,0.00,0.00,Female
34-37,13,Engineering,"Sr. Consultant, Global Mobility",Associate Degree,CANADA,102000.00,0.00,0.00,Female
34-37,8,Government,"Research Scientist ",Doctorate Degree,CANADA,102000.00,0.00,0.00,Female
34-37,11,"Advertising ","Account Supervisor ",Bachelor's Degree,USA,102000.00,0.00,0.00,Female
34-37,7,"Education technology ",Senior Scrum Master,Bachelor's Degree,USA,103000.00,0.00,0.00,Female
34-37,12,Government Contracting,"Subcontracts Administrator ",Master's Degree,USA,103000.00,0.00,0.00,Female
34-37,10,International Development,Specialist,Master's Degree,USA,103000.00,0.00,0.00,Female
34-37,12,Education,Teacher,Professional Degree,CANADA,104000.00,0.00,0.00,Female
34-37,11,Defense Contracting,Travel and Expense Management (Global),"Some College credit, no degree",USA,104000.00,0.00,0.00,Female
34-37,5,"Finance ","Senior Financial Analysr ",Master's Degree,USA,104000.00,0.00,0.00,Female
34-37,15,Mental Health,Program Director,Master's Degree,USA,104000.00,0.00,0.00,Female
34-37,15,Tech -software,Creative manager,Bachelor's Degree,CANADA,105000.00,0.00,0.00,Female
34-37,8,Visual effects,Producer,"High School Graduate, Diploma or the equivalent (e",CANADA,105000.00,0.00,0.00,Female
34-37,7,Retail,Senior Manager,Bachelor's Degree,USA,105000.00,0.00,0.00,Female
34-37,4,Finance,UX Designer,Bachelor's Degree,USA,105000.00,0.00,0.00,Female
34-37,7,"Telecom ",QA engineer,Bachelor's Degree,USA,105000.00,0.00,0.00,Female
34-37,9,"Media ","Account executive ",Bachelor's Degree,USA,105000.00,0.00,0.00,Female
34-37,10,Software,Senior Project Manager,Master's Degree,USA,105000.00,0.00,0.00,Female
34-37,16,Nonprofit education,"Director of strategy ",Master's Degree,USA,105000.00,0.00,0.00,Female
34-37,10,Healthcare,Director of IT,Master's Degree,USA,105000.00,0.00,0.00,Female
34-37,5,Ed Tech,Senior Marketing Manager,Master's Degree,USA,105000.00,0.00,0.00,Female
34-37,10,Tech,Technical Account Manager,Bachelor's Degree,USA,105000.00,0.00,0.00,Female
34-37,14,Retirement Operations/401k regulations,Operations Manger,Bachelor's Degree,USA,105000.00,0.00,0.00,Female
34-37,10,Advertising,Associate Media Director,Bachelor's Degree,USA,105000.00,0.00,0.00,Female
34-37,9,"Education ",Teacher,Bachelor's Degree,USA,105000.00,0.00,0.00,Female
34-37,12,"Government ",Grants Administrator,Master's Degree,USA,106000.00,0.00,0.00,Female
34-37,7,"Healthcare ","Imaging director ",Master's Degree,USA,106000.00,0.00,0.00,Female
34-37,10,Government,Auditor,Master's Degree,USA,106000.00,0.00,0.00,Female
34-37,14,Cannabis,Program Manager,Bachelor's Degree,USA,108000.00,0.00,0.00,Female
34-37,18,Digital Print,"Director ","Some College credit, no degree",USA,108000.00,0.00,0.00,Female
34-37,7,IT - Data,Information technology Specialist I,Bachelor's Degree,USA,108500.00,0.00,0.00,Female
34-37,8,"Healthcare ","Physician Assistant ",Master's Degree,USA,109000.00,0.00,0.00,Female
34-37,5,IT,App Support and Testing,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,110000.00,0.00,0.00,Female
34-37,8,Health care,Registered nurse,Bachelor's Degree,CANADA,110000.00,0.00,0.00,Female
34-37,10,"Food regulation ","Scientist ",Bachelor's Degree,CANADA,110000.00,0.00,0.00,Female
34-37,10,Tech,BUSAiness Analyst,Bachelor's Degree,NEW ZEALAND,110000.00,0.00,0.00,Female
34-37,12,Healthcare,RN,Associate Degree,USA,110000.00,0.00,0.00,Female
34-37,15,Pharma,Project Manager,Bachelor's Degree,USA,110000.00,0.00,0.00,Female
34-37,10,Home Healthcare,Administrator,Bachelor's Degree,USA,110000.00,0.00,0.00,Female
34-37,1,Finance,Software Engineer I,Bachelor's Degree,USA,110000.00,0.00,0.00,Female
34-37,11,Grocery Retail,Corporate Manager,Bachelor's Degree,USA,110000.00,0.00,0.00,Female
34-37,10,Consulting,Consultant,Master's Degree,USA,110000.00,0.00,0.00,Female
34-37,11,Education,"Principal ",Master's Degree,USA,110000.00,0.00,0.00,Female
34-37,11,"Administration ",Procurement Analyst,Bachelor's Degree,USA,110000.00,0.00,0.00,Female
34-37,10,Hospitality,Director of Sales,Bachelor's Degree,USA,110000.00,0.00,0.00,Female
34-37,11,Government / Public Policy,Director of Behavioral Health Policy,Master's Degree,USA,110000.00,0.00,0.00,Female
34-37,10,Health care,"Recruiter ",Bachelor's Degree,USA,112000.00,0.00,0.00,Female
34-37,10,Graphic & Web Design,Digital and Graphic Design Director,Bachelor's Degree,USA,114000.00,0.00,0.00,Female
34-37,7,Healthcare,Quality Nurse,Master's Degree,USA,114000.00,0.00,0.00,Female
34-37,5,Professional services,"Recruiter  ","Some College credit, no degree",USA,114000.00,0.00,0.00,Female
34-37,12,"Entertainment ","Producer ",Bachelor's Degree,USA,114400.00,0.00,0.00,Female
34-37,15,Healhcare,Informatics Manager,Bachelor's Degree,CANADA,115000.00,0.00,0.00,Female
34-37,3,"Supply chain ","Sourcing and analysis ",Bachelor's Degree,USA,115000.00,0.00,0.00,Female
34-37,15,"Manufacturing ",Accounting Manager,Master's Degree,USA,115000.00,0.00,0.00,Female
34-37,10,Tech,Sr Systems Analyst,"Some College credit, no degree",USA,115000.00,0.00,0.00,Female
34-37,10,"Investment Banking ","Assistant Vice President ",Bachelor's Degree,USA,115000.00,0.00,0.00,Female
34-37,12,Government,Health Science Policy Analyst,Master's Degree,USA,115000.00,0.00,0.00,Female
34-37,8,"Nonprofit ",Chief Development Officer,Master's Degree,USA,115000.00,0.00,0.00,Female
34-37,13,Government,Data Analytics,Bachelor's Degree,USA,115000.00,0.00,0.00,Female
34-37,13,"Govt ",Admin,"High School Graduate, Diploma or the equivalent (e",USA,116412.00,0.00,0.00,Female
34-37,3,RN,Clinic Manager,Bachelor's Degree,USA,116500.00,0.00,0.00,Female
34-37,10,N/A,Program Control Analyst,Bachelor's Degree,USA,117000.00,0.00,0.00,Female
34-37,10,"Security ",Security specialist,Master's Degree,USA,117000.00,0.00,0.00,Female
34-37,12,"Media ","CRM and Digital Marketing Director ",Bachelor's Degree,USA,119000.00,0.00,0.00,Female
34-37,15,IT - Healthcare,Senior Systems Analyst,Master's Degree,USA,119000.00,0.00,0.00,Female
34-37,6,"Healthcare ",Paramedic,Professional Degree,CANADA,120000.00,0.00,0.00,Female
34-37,13,"Consulting ",CMO,Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,6,Film,CG artist,Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,11,Entertainment Tech,Product Manager,Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,6,SaaS,"Senior Enterprise Field Marketing Manager ",Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,10,Nonprofit,Program Manager,Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,12,Tech,Managing Editor,Master's Degree,USA,120000.00,0.00,0.00,Female
34-37,13,Education/Development,Director,Master's Degree,USA,120000.00,0.00,0.00,Female
34-37,20+,"Government ","Analyst ",Master's Degree,USA,120000.00,0.00,0.00,Female
34-37,11,Marketing/brand/tech,Creative/brand director,Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,10,"Technology ",Talent Acquisition Manager,Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,14,"Public health ","Consultant ",Doctorate Degree,USA,120000.00,0.00,0.00,Female
34-37,15,"Hairstylist ","Colorist and traveling educator ","Trade, Technical, Vocational Training",USA,120000.00,0.00,0.00,Female
34-37,14,Advertising,Associate Creative Director,Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,15,"Fundraising ","Director of Development ",Bachelor's Degree,USA,120000.00,0.00,0.00,Female
34-37,11,Healthcare,"In-home therapist ",Master's Degree,USA,120853.00,0.00,0.00,Female
34-37,9,Legal - government entity,Senior Attorney,Professional Degree,USA,121000.00,0.00,0.00,Female
34-37,12,Government,Contract Specialist,Master's Degree,USA,121500.00,0.00,0.00,Female
34-37,2,Legal,Senior Associate Attorney,Professional Degree,USA,123000.00,0.00,0.00,Female
34-37,8,"Healthcare ",Registered Nurse,Associate Degree,USA,123000.00,0.00,0.00,Female
34-37,11,Higher Education,Associate Director,Master's Degree,USA,124000.00,0.00,0.00,Female
34-37,13,"Marketing ",Senior Director of Growth,Bachelor's Degree,USA,125000.00,0.00,0.00,Female
34-37,15,Finntech,Human Resources Director,Master's Degree,USA,125000.00,0.00,0.00,Female
34-37,12,Blogger,Blogger,Master's Degree,USA,125000.00,0.00,0.00,Female
34-37,5,Tech,Software developer,Bachelor's Degree,USA,125000.00,0.00,0.00,Female
34-37,11,"Healthcare ",Director of Marketing,Bachelor's Degree,USA,125000.00,0.00,0.00,Female
34-37,13,"Technology ",Product Owner,Bachelor's Degree,USA,125000.00,0.00,0.00,Female
34-37,14,Software,N/A,Bachelor's Degree,USA,125000.00,0.00,0.00,Female
34-37,8,Non-profit,Director,Bachelor's Degree,USA,127000.00,0.00,0.00,Female
34-37,12,Fundraising,Senior Associate Director,Bachelor's Degree,USA,128000.00,0.00,0.00,Female
34-37,13,Insurance,Sales Manager,Bachelor's Degree,USA,129000.00,0.00,0.00,Female
34-37,12,"Government ",Information Designer,Master's Degree,AUSTRALIA,130000.00,0.00,0.00,Female
34-37,1,"Healthcare ",Physician Assistant,Master's Degree,USA,130000.00,0.00,0.00,Female
34-37,13,"Communications ","Director of Communications and Public Relations ",Bachelor's Degree,USA,130000.00,0.00,0.00,Female
34-37,4,Tech,Software Engineer II,Bachelor's Degree,USA,130000.00,0.00,0.00,Female
34-37,11,CPA,Director,Master's Degree,USA,130000.00,0.00,0.00,Female
34-37,10,Tech,Enablement Manager,Bachelor's Degree,USA,130000.00,0.00,0.00,Female
34-37,9,N/A,Internal Operations Lead,Master's Degree,USA,130000.00,0.00,0.00,Female
34-37,6,"Trucking/Transportation ",Human Resources Director,Bachelor's Degree,USA,130000.00,0.00,0.00,Female
34-37,1,Health care,Neuropsychologist,Doctorate Degree,USA,130000.00,0.00,0.00,Female
34-37,15,Healthcare,Regional Manager,Bachelor's Degree,USA,133000.00,0.00,0.00,Female
34-37,12,Social Media,Strategy Director,Bachelor's Degree,USA,133750.00,0.00,0.00,Female
34-37,10,"Government ",Governance Manager,Bachelor's Degree,AUSTRALIA,134000.00,0.00,0.00,Female
34-37,5,"Healthcare ","Acute care nurse practitioner ",Doctorate Degree,USA,134000.00,0.00,0.00,Female
34-37,4,Tech,"Product Designer ",Master's Degree,USA,135000.00,0.00,0.00,Female
34-37,16,N/A,Defense,Master's Degree,USA,135000.00,0.00,0.00,Female
34-37,10,Energy,"  Counsel",Doctorate Degree,USA,135000.00,0.00,0.00,Female
34-37,15,N/A,N/A,Master's Degree,USA,135000.00,0.00,0.00,Female
34-37,3,Aviation,N/A,Bachelor's Degree,USA,135200.00,0.00,0.00,Female
34-37,12,Government,"Director, Scheduling and Advance",Bachelor's Degree,USA,136000.00,0.00,0.00,Female
34-37,10,N/A,N/A,Master's Degree,USA,136000.00,0.00,0.00,Female
34-37,6,Healthcare IT,Consultant,Master's Degree,USA,137000.00,0.00,0.00,Female
34-37,6,"Pharmacy ","Pharmacist ",Doctorate Degree,USA,138000.00,0.00,0.00,Female
34-37,14,"Public relations ",SVP,Master's Degree,USA,139500.00,0.00,0.00,Female
34-37,10,Private practice Phycologist,Phycologist,Doctorate Degree,USA,140000.00,0.00,0.00,Female
34-37,6,"Tech ","Senior content marketing ",Master's Degree,USA,140000.00,0.00,0.00,Female
34-37,9,"Dentistry ","Dentist ",Doctorate Degree,USA,140000.00,0.00,0.00,Female
34-37,10,Software,Software engineer,Bachelor's Degree,USA,140000.00,0.00,0.00,Female
34-37,16,"Retail ","Director of Retail ",Associate Degree,USA,140000.00,0.00,0.00,Female
34-37,11,Design,Lead Designer - VP,Bachelor's Degree,USA,140000.00,0.00,0.00,Female
34-37,12,Banking,VP Manager,Bachelor's Degree,USA,140000.00,0.00,0.00,Female
34-37,9,"Dental ","Dental Hygienist ",Bachelor's Degree,CANADA,145000.00,0.00,0.00,Female
34-37,11,Advertising,"Director, Paid Social",Bachelor's Degree,USA,145000.00,0.00,0.00,Female
34-37,10,Software,Product manager,Bachelor's Degree,USA,145000.00,0.00,0.00,Female
34-37,13,"Education ","Director ",Master's Degree,USA,146000.00,0.00,0.00,Female
34-37,10,Tech,Principal Program Manager,Master's Degree,USA,146700.00,0.00,0.00,Female
34-37,12,"Fashion ","Program Manager ",Master's Degree,USA,148000.00,0.00,0.00,Female
34-37,14,Tech,Product Design Manager,Master's Degree,CANADA,150000.00,0.00,0.00,Female
34-37,8,Law,"Attorney ",Doctorate Degree,USA,150000.00,0.00,0.00,Female
34-37,10,Marketing,Director of Marketing,Bachelor's Degree,USA,150000.00,0.00,0.00,Female
34-37,12,Marketing,Marketing Director,Bachelor's Degree,USA,150000.00,0.00,0.00,Female
34-37,10,Software Sales,"Sales Executive ",Bachelor's Degree,USA,150000.00,0.00,0.00,Female
34-37,12,Real Estate,Senior Executive Assistant,Bachelor's Degree,USA,150000.00,0.00,0.00,Female
34-37,14,Technology,USAer Experience Designer,Bachelor's Degree,USA,150000.00,0.00,0.00,Female
34-37,12,"Manufacturing ",Finance Director,Master's Degree,USA,150000.00,0.00,0.00,Female
34-37,5,Beauty and wellness,"Aesthetician ","Trade, Technical, Vocational Training",USA,150000.00,0.00,0.00,Female
34-37,8,Healthcare,Nurse Practitioner,Doctorate Degree,USA,155000.00,0.00,0.00,Female
34-37,12,"Advertising ","Social Strategy Director ",Bachelor's Degree,USA,155000.00,0.00,0.00,Female
34-37,10,Tech,"Recruiter ",Bachelor's Degree,USA,155000.00,0.00,0.00,Female
34-37,10,Consulting,HR Manager,"Some College credit, no degree",USA,155100.00,0.00,0.00,Female
34-37,5,Healthcare,Dentist,Doctorate Degree,AUSTRALIA,158000.00,0.00,0.00,Female
34-37,6,Advertising,Freelance Strategist,Bachelor's Degree,USA,160000.00,0.00,0.00,Female
34-37,12,"Foreign policy ","Policy advisor ",Bachelor's Degree,USA,160000.00,0.00,0.00,Female
34-37,10,TV & Film,Costume Designer,Bachelor's Degree,USA,160000.00,0.00,0.00,Female
34-37,8,Federal Consulting,Project Manager,Bachelor's Degree,USA,160000.00,0.00,0.00,Female
34-37,11,Government - HoUSAing,Manager,Doctorate Degree,USA,160000.00,0.00,0.00,Female
34-37,6,Medical,Pediatric Urgent Care Physician,Doctorate Degree,USA,160000.00,0.00,0.00,Female
34-37,12,"Logistics ","Sales manager ",Bachelor's Degree,USA,160000.00,0.00,0.00,Female
34-37,10,Corporate finance,"Senior financial analyst ",Master's Degree,USA,162000.00,0.00,0.00,Female
34-37,10,Financial Services,Senior Product Manager,Bachelor's Degree,USA,165000.00,0.00,0.00,Female
34-37,7,Healthcare IT,Senior Project Manager,Master's Degree,USA,165000.00,0.00,0.00,Female
34-37,14,Marketing,"Marketing project manager ",Bachelor's Degree,USA,165000.00,0.00,0.00,Female
34-37,8,"Healthcare ","RN Case Manager ",Master's Degree,USA,168000.00,0.00,0.00,Female
34-37,14,Edtech,Head of Marketing,Bachelor's Degree,AUSTRALIA,170000.00,0.00,0.00,Female
34-37,13,Finance,Art director,Bachelor's Degree,USA,170000.00,0.00,0.00,Female
34-37,13,E-Commerce,Director of Talent Acquisition,Bachelor's Degree,USA,170000.00,0.00,0.00,Female
34-37,10,Biotech,Financial analyst IV - Contractor,Bachelor's Degree,USA,170000.00,0.00,0.00,Female
34-37,8,Tech (Fintech),"Head of Marketing - Demand Generation ",Bachelor's Degree,USA,170000.00,0.00,0.00,Female
34-37,16,Corporate Events,Director of Operations,Master's Degree,USA,170000.00,0.00,0.00,Female
34-37,11,Tech,"Senior HR consultant ",Bachelor's Degree,USA,176800.00,0.00,0.00,Female
34-37,7,"Health care ","Optometrist ",Professional Degree,CANADA,180000.00,0.00,0.00,Female
34-37,15,Marketing,Creative Producer,Bachelor's Degree,USA,180000.00,0.00,0.00,Female
34-37,10,Advertising,Analytics Director,Bachelor's Degree,USA,180000.00,0.00,0.00,Female
34-37,10,Nonprofit,N/A,Master's Degree,USA,180000.00,0.00,0.00,Female
34-37,15,Tech,Marketing Director,Bachelor's Degree,USA,185000.00,0.00,0.00,Female
34-37,12,Healthcare,National Accounts Manager,Bachelor's Degree,USA,185000.00,0.00,0.00,Female
34-37,8,Tech,Senior counsel,Professional Degree,USA,187500.00,0.00,0.00,Female
34-37,12,Beauty,Sr. Art Director,Associate Degree,USA,200000.00,0.00,0.00,Female
34-37,1,Corporate HoUSAing for nurses,CEO,"High School Graduate, Diploma or the equivalent (e",USA,200000.00,0.00,0.00,Female
34-37,3,Self Employed Online Retailer,Owner,Professional Degree,USA,200000.00,0.00,0.00,Female
34-37,10,"Marketing ","Director social media ",Bachelor's Degree,USA,200000.00,0.00,0.00,Female
34-37,12,"Marketing ",VP Marketing,Bachelor's Degree,USA,200000.00,0.00,0.00,Female
34-37,15,"Advertising ","Head of Social ",Bachelor's Degree,USA,200000.00,0.00,0.00,Female
34-37,2,Medicine,"Physician, internal medicine ",Professional Degree,USA,210000.00,0.00,0.00,Female
34-37,7,Law,N/A,Professional Degree,USA,213000.00,0.00,0.00,Female
34-37,11,"Mortgage ",Loan officer,Bachelor's Degree,USA,220000.00,0.00,0.00,Female
34-37,14,"Marketing ","VP of Marketing ",Bachelor's Degree,USA,220000.00,0.00,0.00,Female
34-37,9,Tech,Lead Product Manager,Master's Degree,USA,220000.00,0.00,0.00,Female
34-37,14,Philanthropy,Senior advisor,Bachelor's Degree,USA,225000.00,0.00,0.00,Female
34-37,10,Software,SVP Marketing,Master's Degree,USA,225000.00,0.00,0.00,Female
34-37,13,"Advertising ",Client Partnerships,Bachelor's Degree,USA,230000.00,0.00,0.00,Female
34-37,15,"Advertising ","Creative Director ",Bachelor's Degree,USA,235000.00,0.00,0.00,Female
34-37,8,"Tech ","Product Manager ","Some College credit, no degree",USA,249600.00,0.00,0.00,Female
34-37,11,Finance,Vp,Bachelor's Degree,USA,250000.00,0.00,0.00,Female
34-37,14,"Healthcare / Life Sciences ",Senior Director,Bachelor's Degree,USA,267000.00,0.00,0.00,Female
34-37,11,N/A,N/A,Professional Degree,USA,270000.00,0.00,0.00,Female
34-37,10,Mortgage,Disclosurespecialist,BachelorsDegree,USA,275000.00,0.00,0.00,Female
34-37,15,IT sales,"Territory Manager ",Master's Degree,USA,275000.00,0.00,0.00,Female
34-37,10,Fashion/advertising,"Photographer ",Bachelor's Degree,USA,280000.00,0.00,0.00,Female
34-37,7,"Jewelry ",Owner,Bachelor's Degree,USA,380000.00,0.00,0.00,Female
34-37,13,Window Coverings,Owner,Bachelor's Degree,USA,480000.00,0.00,0.00,Female
34-37,6,"Real estate ","Realtor ",Bachelor's Degree,USA,525000.00,0.00,0.00,Female
34-37,14,Entertainment,Marketing manager,Bachelor's Degree,ARGENTINA,676000.00,0.00,0.00,Female
34-37,13,Events,accountexecutive,BachelorsDegree,USA,756000.00,0.00,0.00,Female
34-37,3,"Finance ","Risk Analyst ",Bachelor's Degree,USA,900000.00,0.00,0.00,Female
34-37,10,Youtube,Content Creator,Associate Degree,USA,900000.00,0.00,0.00,Female
34-37,10,N/A,AdministrativeAssistant,BachelorsDegree,USA,NULL,0.00,0.00,Female
34-37,8,Dental,Office Manager,Associate Degree,USA,65000.00,0.00,0.00,Female
34-37,13,N/A,Tech sales,Bachelor's Degree,USA,165000.00,0.00,0.00,Female
34-37,13,"Finance ","Senior fixed income trader ",Bachelor's Degree,USA,142000.00,0.00,0.00,Female
34-37,4,Mortgage Lending,"Loan officer assistant ",Bachelor's Degree,USA,42000.00,0.00,0.00,Female
34-37,12,Travel,Regional manager,Bachelor's Degree,USA,47500.00,0.00,0.00,Female
34-37,10,"Telecommunications ",Vice President,Bachelor's Degree,USA,155000.00,0.00,0.00,Female
34-37,11,Human Resources at an Aerospace Company,Talent Management Specialist,Master's Degree,USA,80000.00,0.00,0.00,Female
34-37,12,"E-Commerce ","Social Media Manager ",Bachelor's Degree,USA,75000.00,0.00,0.00,Female
34-37,8,"Advertising /marketing ",Program manager,Bachelor's Degree,USA,125000.00,0.00,0.00,Female
34-37,8,UX/UI design and research,"Sr. Manager of Design ",Master's Degree,USA,185000.00,0.00,0.00,Female
34-37,9,"Property management ","Community Manager ","High School Graduate, Diploma or the equivalent (e",USA,105000.00,0.00,0.00,Female
34-37,7,Safety Manufacturing,Sr Marketing Manager,Bachelor's Degree,USA,75000.00,0.00,0.00,Female
34-37,2,Home Warranty,Claims Project Specialist,Bachelor's Degree,USA,43784.00,0.00,0.00,Female
34-37,12,Sales,sales Director,Bachelor's Degree,USA,15000.00,0.00,0.00,Female
34-37,16,Social Work,Care Manager,Master's Degree,USA,41860.00,0.00,0.00,Female
34-37,12,Non Profit,"Finance Manager ","Some College credit, no degree",USA,52000.00,0.00,0.00,Female
34-37,16,Human Services,Office Manager/HR/Operations,"High School Graduate, Diploma or the equivalent (e",USA,56000.00,0.00,0.00,Female
34-37,11,Entertainment (television),"Executive Assistant ",Bachelor's Degree,USA,63000.00,0.00,0.00,Female
34-37,7,Health care,"Behavior consultant ",Master's Degree,USA,65000.00,0.00,0.00,Female
34-37,8,"Higher education ","Curriculum coordinator ",Bachelor's Degree,USA,67000.00,0.00,0.00,Female
34-37,11,"Finance ",Sr Operations Manager,Bachelor's Degree,USA,69000.00,0.00,0.00,Female
34-37,12,Healthcare,Executive Assistant,Bachelor's Degree,USA,74984.00,0.00,0.00,Female
34-37,4,Social work,Social worker Supervisor,Master's Degree,USA,78646.00,0.00,0.00,Female
34-37,6,Biotech,Associate Project Manager,Bachelor's Degree,USA,84500.00,0.00,0.00,Female
34-37,9,Hospitality,Employer brand manager,Bachelor's Degree,USA,85000.00,0.00,0.00,Female
34-37,12,"Higher education ",Director of Special Events,Master's Degree,USA,93000.00,0.00,0.00,Female
34-37,8,Manufacturing,Sr. Indirect Tax Analyst,Bachelor's Degree,USA,95000.00,0.00,0.00,Female
34-37,7,Start Up DTC,"Senior Payroll Specialist ","Some College credit, no degree",USA,97000.00,0.00,0.00,Female
34-37,6,Mental Health,Therapist,Master's Degree,USA,100048.00,0.00,0.00,Female
34-37,11,Film & TV Production,Post Supervisor,Bachelor's Degree,USA,110000.00,0.00,0.00,Female
34-37,10,Tech,Account Manager,Bachelor's Degree,USA,180000.00,0.00,0.00,Female
34-37,15,Healthcare,"Senior finance/it director ",Bachelor's Degree,USA,185000.00,0.00,0.00,Female
34-37,6,Tech,"Project manager ",Bachelor's Degree,USA,87360.00,0.00,0.00,Female
34-37,13,Education/Higher Education,Program Coordinator,Master's Degree,USA,45000.00,0.00,0.00,Female
34-37,15,"Higher Education ","Faculty ",Doctorate Degree,USA,51000.00,0.00,0.00,Female
34-37,12,"Higher Education ","Admission Counselor ",Master's Degree,USA,64000.00,0.00,0.00,Female
34-37,6,"Distribution ",eCommerce BUSAiness Analyst,Bachelor's Degree,USA,75000.00,0.00,0.00,Female
34-37,8,Media,Senior Analyst,Master's Degree,AUSTRALIA,92000.00,0.00,0.00,Female
34-37,15,Professional Services,Executive Coach,Bachelor's Degree,USA,300000.00,0.00,0.00,Female
34-37,10,CUSAtomer Service,CS Rep,Bachelor's Degree,USA,30000.00,0.00,0.00,Female
34-37,10,Special Education,Intervention Specialist,Bachelor's Degree,USA,39000.00,0.00,0.00,Female
34-37,2,"He tech ",Product manager,"Some College credit, no degree",USA,50000.00,0.00,0.00,Female
34-37,5,Healthcare,"Executive Assistant ",Bachelor's Degree,USA,60845.00,0.00,0.00,Female
34-37,5,"IT Healthcare ","Epic System Analyst ",Bachelor's Degree,USA,75641.00,0.00,0.00,Female
34-37,10,"Education/ Medical ","Para educator substitute ",No Schooling Completed,USA,29000.00,0.00,0.00,Female
34-37,10,"Government ",Senior Office Assistant,"High School Graduate, Diploma or the equivalent (e",USA,35000.00,0.00,0.00,Female
34-37,11,"Merchandising ","Account manager ",Associate Degree,USA,37000.00,0.00,0.00,Female
34-37,12,"Dental front office ","Front office ","Some College credit, no degree",USA,38000.00,0.00,0.00,Female
34-37,3,"Higher Education ","Area Coordinator ",Master's Degree,USA,43600.00,0.00,0.00,Female
34-37,5,"Human services ","Program supervisor ",Bachelor's Degree,USA,48000.00,0.00,0.00,Female
34-37,8,"Tech - Healthcare ",Operations Lead,"Some College credit, no degree",USA,61600.00,0.00,0.00,Female
34-37,12,Addictions / social work,Community caseworker - addiction medicine,Associate Degree,CANADA,65000.00,0.00,0.00,Female
34-37,12,Addictions / social work,Community caseworker - addiction medicine,Associate Degree,CANADA,65000.00,0.00,0.00,Female
34-37,17,Marketing,Marketplace Activation Specialist,"Some College credit, no degree",USA,66300.00,0.00,0.00,Female
34-37,12,"Manufacturing ",Account Manager,Associate Degree,USA,70000.00,0.00,0.00,Female
34-37,5,"Politics ",Deputy Field Director,Bachelor's Degree,USA,86000.00,0.00,0.00,Female
34-37,17,Nonprofit/Education k-12,"Director of Communications ",Bachelor's Degree,USA,90000.00,0.00,0.00,Female
34-37,4,"Tech ",HR BUSAiness Partner,Bachelor's Degree,USA,95000.00,0.00,0.00,Female
34-37,2,"Tech ","Solutions engineer ",Associate Degree,USA,97000.00,0.00,0.00,Female
34-37,10,Healthcare,Supervisor,Doctorate Degree,USA,100000.00,0.00,0.00,Female
34-37,11,Education,Elementary teacher,Bachelor's Degree,CANADA,109000.00,0.00,0.00,Female
34-37,12,Government,Executive Officer,Master's Degree,USA,130698.00,0.00,0.00,Female
