Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
38-41,15,IT,"BUSAiness Consultant ",Master's Degree,CANADA,128000.00,0.00,0.00,Female
38-41,15,Utilities,"Consultant ",Master's Degree,USA,128000.00,0.00,0.00,Female
38-41,10,Mortgage,Sr. Software Developer,Bachelor's Degree,USA,130000.00,0.00,0.00,Female
38-41,7,Tech,Executive Assistant,Bachelor's Degree,USA,130000.00,0.00,0.00,Female
38-41,17,SaaS,N/A,Bachelor's Degree,USA,130000.00,0.00,0.00,Female
38-41,15,"Non profit ","National Director ",Bachelor's Degree,USA,130000.00,0.00,0.00,Female
38-41,14,"Civil Engineering / Infrastructure ",Associate,Master's Degree,USA,130000.00,0.00,0.00,Female
38-41,5,Management,Sr Station Manager,"Some College credit, no degree",USA,132000.00,0.00,0.00,Female
38-41,10,Education,School Paychologist,Master's Degree,USA,135000.00,0.00,0.00,Female
38-41,11,Web design/development,Project Manager,Bachelor's Degree,USA,135000.00,0.00,0.00,Female
38-41,16,DBA,Sr Database Administartor,Bachelor's Degree,USA,139000.00,0.00,0.00,Female
38-41,13,Software,CUSAtomer success manager,Bachelor's Degree,USA,140000.00,0.00,0.00,Female
38-41,19,Tech,St Technical Program Manager,Bachelor's Degree,USA,140000.00,0.00,0.00,Female
38-41,13,Construction,Project Manager,Bachelor's Degree,USA,140000.00,0.00,0.00,Female
38-41,12,Tech,"HR manager ",Bachelor's Degree,USA,140000.00,0.00,0.00,Female
38-41,17,Government,N/A,"Some College credit, no degree",USA,140000.00,0.00,0.00,Female
38-41,16,Clinical research,Senior project manager,Bachelor's Degree,USA,145000.00,0.00,0.00,Female
38-41,17,Technology,Program Manager,Bachelor's Degree,USA,150000.00,0.00,0.00,Female
38-41,12,Lawyer,Lawyer,Doctorate Degree,USA,150000.00,0.00,0.00,Female
38-41,15,Construction,Operations manager,Bachelor's Degree,USA,150000.00,0.00,0.00,Female
38-41,15,Public Child Welfare,Administrator,Master's Degree,USA,150000.00,0.00,0.00,Female
38-41,15,Events,Vp sales,Bachelor's Degree,USA,150000.00,0.00,0.00,Female
38-41,15,"Government ","Program analyst ",Master's Degree,USA,151000.00,0.00,0.00,Female
38-41,8,"Tech ","Senior Product Manager ",Master's Degree,USA,155000.00,0.00,0.00,Female
38-41,14,"Tech ","Project Manager ",Bachelor's Degree,USA,156000.00,0.00,0.00,Female
38-41,18,Government,Assistant Director,Master's Degree,USA,156000.00,0.00,0.00,Female
38-41,19,"Government ","Program Manager ",Master's Degree,USA,161000.00,0.00,0.00,Female
38-41,18,Fashion,Creative Director,Bachelor's Degree,USA,165000.00,0.00,0.00,Female
38-41,17,Healthcare,Director of Vendor Management,Professional Degree,USA,165000.00,0.00,0.00,Female
38-41,15,"Advertising ",Senior producer,Bachelor's Degree,USA,165000.00,0.00,0.00,Female
38-41,8,"Healthcare ",Consultant,Master's Degree,USA,166000.00,0.00,0.00,Female
38-41,15,"Healthcare ","Attorney ",Doctorate Degree,USA,170000.00,0.00,0.00,Female
38-41,15,"Biotech ","Marketing VP ",Bachelor's Degree,USA,195000.00,0.00,0.00,Female
38-41,15,Government,Program Director,Master's Degree,USA,199800.00,0.00,0.00,Female
38-41,15,"Local Government/ Construction ","Director of Infrastructure ",Bachelor's Degree,AUSTRALIA,200000.00,0.00,0.00,Female
38-41,12,"Investment/ Technology ",Senior investment banker/Boardmember,Master's Degree,"NEW ZEALAND ",200000.00,0.00,0.00,Female
38-41,4,"Dentistry ",Dentist,Doctorate Degree,USA,200000.00,0.00,0.00,Female
38-41,12,"Media ",Senior Program Manager,Master's Degree,USA,200000.00,0.00,0.00,Female
38-41,15,"Software / SAAS ",Revenue manager,Bachelor's Degree,USA,208000.00,0.00,0.00,Female
38-41,15,Banking,Change Management Lead,Master's Degree,USA,210000.00,0.00,0.00,Female
38-41,13,Healthcare,Primary care physician,Doctorate Degree,USA,210000.00,0.00,0.00,Female
38-41,10,Tech,Head of Talent,Bachelor's Degree,USA,214200.00,0.00,0.00,Female
38-41,20+,Financial Services,Head of Operations,"High School Graduate, Diploma or the equivalent (e",USA,218400.00,0.00,0.00,Female
38-41,15,"Insurance ","Insurance agent ",Bachelor's Degree,USA,220000.00,0.00,0.00,Female
38-41,14,Law,Lawyer,Professional Degree,USA,290000.00,0.00,0.00,Female
38-41,13,"Science ",Emergency veterinarian,Doctorate Degree,USA,300000.00,0.00,0.00,Female
38-41,15,Real Estate,Realtor,Bachelor's Degree,USA,NULL,0.00,0.00,Female
38-41,20+,Insurance,"Broker ",Bachelor's Degree,USA,180000.00,0.00,0.00,Female
38-41,15,"ad sales ","senior ae ",Bachelor's Degree,USA,195000.00,0.00,0.00,Female
38-41,15,Tech -SaaS,Director of Design,"Some College credit, no degree",USA,225000.00,0.00,0.00,Female
38-41,13,"Property Management ","Property Manager ","Some College credit, no degree",USA,45000.00,0.00,0.00,Female
38-41,3,Tech/Saas,"CUSAtomer Success Representative ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
38-41,15,"High Education ",Director of Fellowships,Doctorate Degree,USA,85000.00,0.00,0.00,Female
38-41,8,Payroll,Senior Payroll Processor,"Some College credit, no degree",USA,70000.00,0.00,0.00,Female
38-41,17,Aerospace,Project manager,Master's Degree,USA,150000.00,0.00,0.00,Female
38-41,18,NonprofitTradeOrg,SeniorManagerofEdandPrograms,"SomeCollegecredit,nodegree",USA,40000.00,0.00,0.00,Female
38-41,10,"Education ","Classroom Teacher ",Bachelor's Degree,USA,61000.00,0.00,0.00,Female
38-41,20+,Food service,"Area supervisor ",Bachelor's Degree,USA,70000.00,0.00,0.00,Female
38-41,20+,"Jewelry ",Sales director,Bachelor's Degree,USA,74000.00,0.00,0.00,Female
38-41,20+,Water/State,Senior Accountant,Bachelor's Degree,USA,88600.00,0.00,0.00,Female
38-41,15,Tech,Executive Recruiter,Master's Degree,USA,148000.00,0.00,0.00,Female
38-41,14,Education,"Spanish teacher ",Master's Degree,USA,92000.00,0.00,0.00,Female
38-41,5,Finance,Financial Analyst,"Some College credit, no degree",USA,56000.00,0.00,0.00,Female
38-41,8,"Digital advertising / marketing ","Digital paid team lead ",Bachelor's Degree,USA,70000.00,0.00,0.00,Female
38-41,17,"Nonprofit social services ","Program Director ",Bachelor's Degree,USA,80000.00,0.00,0.00,Female
38-41,18,Federal Government,Lead Test Engineer,Master's Degree,USA,110000.00,0.00,0.00,Female
38-41,16,"Accounting and Finance ","Recruiter ",Master's Degree,USA,227000.00,0.00,0.00,Female
38-41,17,"Mergers and acquisitions  ","Project manager ",Associate Degree,CANADA,75600.00,0.00,0.00,Female
38-41,16,Early Education,District Manager,Bachelor's Degree,USA,107100.00,0.00,0.00,Female
38-41,10,Human Resources,"Healthcare Recruiter ",Associate Degree,USA,65000.00,0.00,0.00,Female
38-41,1,"Real Estate Title Processor ","Real Estate Title Processor ",Associate Degree,USA,41600.00,0.00,0.00,Female
38-41,10,Finance,Accounts Receivable,Bachelor's Degree,USA,58000.00,0.00,0.00,Female
38-41,4,"Insurance Reporting ","Senior Account Manager ",Associate Degree,USA,42500.00,0.00,0.00,Female
38-41,15,Education,Teacher,Master's Degree,USA,54000.00,0.00,0.00,Female
38-41,18,"Accounting ",Tax manager,Bachelor's Degree,USA,115000.00,0.00,0.00,Female
38-41,14,Health insurance,Audit Specialist,"Some College credit, no degree",USA,100000.00,0.02,0.00,Female
38-41,5,"Property Management ","Assistant Property Manager ",Bachelor's Degree,USA,47500.00,0.03,0.00,Female
38-41,n/a,"Technology ","Team Lead ","Some College credit, no degree",USA,71000.00,0.03,0.00,Female
38-41,5,Finance,BillingCoordinator,BachelorsDegree,CANADA,87800.00,0.04,0.00,Female
38-41,8,Apparel,Production Artist,Bachelor's Degree,USA,80500.00,0.05,0.00,Female
38-41,7,"Financial ","VP, Email Marketing ",Bachelor's Degree,USA,110000.00,0.05,0.00,Female
38-41,4,Veterinary,HR BUSAiness Partner,Master's Degree,USA,121700.00,0.05,0.00,Female
38-41,18,SaaS (Higher Education),Senior Marketing Director,Bachelor's Degree,USA,105000.00,0.07,0.00,Female
38-41,7,Human Resources,HRBP,"Some College credit, no degree",USA,77336.00,0.08,0.00,Female
38-41,20+,Petro Chemical Plant,HR Generalist,"Some College credit, no degree",USA,75000.00,0.10,0.00,Female
38-41,11,Recruiting/RPO,Account Manager,Master's Degree,USA,84000.00,0.10,0.00,Female
38-41,10,N/A,Insurance underwriting non medical,"High School Graduate, Diploma or the equivalent (e",USA,86000.00,0.10,0.00,Female
38-41,10,"Biotech ","Executive Assistant ","High School Graduate, Diploma or the equivalent (e",USA,100000.00,0.10,0.00,Female
38-41,16,HR/Payroll,HCM Implementation Consultant,"Some College credit, no degree",USA,103000.00,0.10,0.00,Female
38-41,7,"Fintech ",Project Manager,"High School Graduate, Diploma or the equivalent (e",USA,110000.00,0.10,0.00,Female
38-41,18,Tech,"Talent Acquisition Partner ",Master's Degree,USA,125000.00,0.10,0.00,Female
38-41,13,Medical Device Engineering,R&D ProgramManager,Bachelor's Degree,USA,148000.00,0.10,0.00,Female
38-41,5,IT,Onsite Specialist,Bachelor's Degree,USA,75000.00,0.12,0.00,Female
38-41,15,"Hospitality ","HR BUSAiness Partner ","Some College credit, no degree",USA,94000.00,0.12,0.00,Female
38-41,6,Tech,"Lead Recruiter ",Bachelor's Degree,USA,94000.00,0.15,0.00,Female
38-41,5,Tech,Product Owner,Bachelor's Degree,USA,95000.00,0.15,0.00,Female
38-41,10,Healthcare,"HR Manager ",Master's Degree,USA,107000.00,0.15,0.00,Female
38-41,16,"Banking - marketing ",BUSAiness communications lead,Bachelor's Degree,USA,109000.00,0.15,0.00,Female
38-41,7,Medical,Nurse manager,Bachelor's Degree,USA,115000.00,0.15,0.00,Female
38-41,5,Biotechnology,Tax Manager,Master's Degree,USA,115000.00,0.15,0.00,Female
38-41,10,Banking,"Supervisor Financial Crimes Investigation ",Master's Degree,USA,117000.00,0.15,0.00,Female
38-41,15,Restaurant,Sr HR Manager,Bachelor's Degree,USA,120000.00,0.15,0.00,Female
38-41,10,Tech,N/A,Bachelor's Degree,USA,157000.00,0.15,0.00,Female
38-41,5,"Banking ",CUSAtomer Service Director,Bachelor's Degree,USA,140000.00,0.17,0.00,Female
38-41,12,"Health Insurance ","Finance Director ",Master's Degree,USA,140000.00,0.17,0.00,Female
38-41,15,Digital Marketing,Digital Marketing Manager,"High School Graduate, Diploma or the equivalent (e",ENGLAND,50000.00,0.20,0.00,Female
38-41,11,"Property management ","Regional ","Trade, Technical, Vocational Training",USA,105000.00,0.20,0.00,Female
38-41,15,"Venture Capital (biotech) ","Executive Assistant ",Bachelor's Degree,USA,120000.00,0.20,0.00,Female
38-41,16,"Automotive ","Sr manager, employee experience ",Bachelor's Degree,USA,135000.00,0.20,0.00,Female
38-41,6,Finance,"Vice President, Marketing Strategy","Some College credit, no degree",USA,140000.00,0.20,0.00,Female
38-41,15,finance,director,Master's Degree,USA,175000.00,0.20,0.00,Female
38-41,19,"Data Technology ","Director, HR",Bachelor's Degree,USA,200000.00,0.25,0.00,Female
38-41,16,CPG - Consumer Packaged Goods,"Director cUSAtomer marketing ",Bachelor's Degree,USA,180000.00,0.30,0.00,Female
38-41,20+,Transportation,VP,Master's Degree,USA,250000.00,0.30,0.00,Female
38-41,20+,Oil & Gas,Senior Vice President Human Respurces,Master's Degree,USA,225000.00,0.35,0.00,Female
38-41,11,Healthcare,Strategic HR BUSAiness Partner,Master's Degree,USA,150000.00,7.50,0.00,Female
38-41,19,Luxury home products retail,"General management ","Some College credit, no degree",USA,108000.00,20.00,0.00,Female
38-41,17,Sales,"Digital Sales manager ",Bachelor's Degree,USA,395200.00,70.00,0.00,Female
38-41,8,"Insurance ",Policy Owner Service Associate,Associate Degree,USA,41600.00,100.00,0.00,Female
38-41,12,Veterinary medicine,Associate veterinarian,Professional Degree,CANADA,105000.00,100.00,0.00,Female
38-41,14,"Manufacturing ",BUSAiness Planning Manager,Bachelor's Degree,USA,101000.00,151.00,0.00,Female
38-41,15,Waste Management,Sr. Manager of Education and Outreach,Master's Degree,USA,67000.00,200.00,0.00,Female
38-41,20+,Retail sales,Sales consultant,Associate Degree,USA,110000.00,200.00,0.00,Female
38-41,20+,"Appliance sales ",Sales consultant,Associate Degree,USA,115000.00,200.00,0.00,Female
38-41,15,Hospital administration,"Revenue Cycle Director ","Some High School, No Diploma",USA,77000.00,350.00,0.00,Female
38-41,7,Commercial Real Estate,Office Manager,Bachelor's Degree,USA,49566.00,500.00,0.00,Female
38-41,6,Construction,Purchasing agent,"Some College credit, no degree",USA,54000.00,500.00,0.00,Female
38-41,4,Insurance,Contract Administrator,Professional Degree,USA,60000.00,500.00,0.00,Female
38-41,4,"Hospital ",Physician recuiter,Bachelor's Degree,USA,63000.00,500.00,0.00,Female
38-41,2,"Engineering ","Financial Specialist ","High School Graduate, Diploma or the equivalent (e",USA,69216.00,500.00,0.00,Female
38-41,14,"Tech/Engineering ",GIS Tech,Master's Degree,USA,71000.00,500.00,0.00,Female
38-41,10,"Nonprofit ","Project manager ",Master's Degree,USA,87500.00,500.00,0.00,Female
38-41,4,Healthcare,"Director of clinical staffing and scheduling ",Master's Degree,USA,170000.00,600.00,0.00,Female
38-41,10,Corporate Retail,"Digital Copy Editor ",Bachelor's Degree,USA,56000.00,750.00,0.00,Female
38-41,15,Insurance,"Supervisor, billing","High School Graduate, Diploma or the equivalent (e",USA,75000.00,750.00,0.00,Female
38-41,12,Automotive Finance,"CX Operations ",Associate Degree,USA,47000.00,800.00,0.00,Female
38-41,19,Healthcare,Data Specialist,Bachelor's Degree,USA,57500.00,900.00,0.00,Female
38-41,7,Real Estate,"Executive Assistant ",Bachelor's Degree,USA,72000.00,1000.00,0.00,Female
38-41,1,Healthcare,"Respiratory Therapist ",Associate Degree,USA,78000.00,1000.00,0.00,Female
38-41,18,"Nonprofit ",Philanthropy Officer,Master's Degree,USA,82000.00,1000.00,0.00,Female
38-41,14,Healthcare,"Nurse Administrator ",Associate Degree,USA,85000.00,1000.00,0.00,Female
38-41,20+,Federal Government,Graphic Designer,Bachelor's Degree,USA,87000.00,1000.00,0.00,Female
38-41,17,Legal,Paralegal,Associate Degree,USA,87900.00,1000.00,0.00,Female
38-41,10,Government,Social Worker,Master's Degree,USA,92000.00,1000.00,0.00,Female
38-41,14,Credit,Payment Analyst,Bachelor's Degree,USA,97500.00,1000.00,0.00,Female
38-41,14,Healthcare IT,Application Specialist,Bachelor's Degree,USA,123000.00,1000.00,0.00,Female
38-41,7,Tech,Product Owner / Project Managee,Master's Degree,USA,128000.00,1000.00,0.00,Female
38-41,11,Government,Contracting Officer,Master's Degree,USA,137000.00,1000.00,0.00,Female
38-41,20+,"Healthcare ",Controller,Master's Degree,USA,195000.00,1000.00,0.00,Female
38-41,9,"Relocation ",Client Service Manager,"High School Graduate, Diploma or the equivalent (e",USA,70000.00,1000.00,0.00,Female
38-41,15,Tech,Data Architect,Bachelor's Degree,USA,105000.00,1000.00,0.00,Female
38-41,18,Optical,"Management ",Bachelor's Degree,USA,36000.00,1200.00,0.00,Female
38-41,15,Nursing,Circulator RN,Associate Degree,USA,73840.00,1200.00,0.00,Female
38-41,15,Kroger Distribution,N/A,Bachelor's Degree,USA,37440.00,1500.00,0.00,Female
38-41,19,Healthcare,Phlebotomist,Bachelor's Degree,USA,44000.00,1500.00,0.00,Female
38-41,15,P & C Insurance,CSR,"Some College credit, no degree",USA,48000.00,1500.00,0.00,Female
38-41,17,"Social Services ",Mental Health Clinician,Master's Degree,USA,54000.00,1500.00,0.00,Female
38-41,5,"Healthcare ","Mental health therapist ",Master's Degree,USA,65000.00,1500.00,0.00,Female
38-41,13,"Healthcare ","Clinical informatics ",Master's Degree,USA,110000.00,1500.00,0.00,Female
38-41,11,"Tech ",Campaign manager,Bachelor's Degree,ARGENTINA,15200.00,1826.00,0.00,Female
38-41,10,Tech Sales,"BUSAiness sales development ",Bachelor's Degree,USA,38000.00,2000.00,0.00,Female
38-41,20+,Hospitality,General Manager,Bachelor's Degree,USA,45000.00,2000.00,0.00,Female
38-41,20+,HOT TUB MANUFACTURER,Dealer Support,"Some College credit, no degree",USA,48000.00,2000.00,0.00,Female
38-41,10,"Finance ","Junior accountant ",Associate Degree,USA,49800.00,2000.00,0.00,Female
38-41,9,"Online Education ",Manager,Bachelor's Degree,USA,51000.00,2000.00,0.00,Female
38-41,5,Buyer,Buyer,Bachelor's Degree,CANADA,53000.00,2000.00,0.00,Female
38-41,17,"Social Services ",Clinical Supervisor Domestic Violence Shelter NYC,Professional Degree,USA,60000.00,2000.00,0.00,Female
38-41,17,Legal,Paralegal,Associate Degree,USA,65000.00,2000.00,0.00,Female
38-41,10,Architecture,"Architect ",Master's Degree,USA,70000.00,2000.00,0.00,Female
38-41,15,Health Insurance,Supervisor of Research,"High School Graduate, Diploma or the equivalent (e",USA,71000.00,2000.00,0.00,Female
38-41,8,"Mental health ","Behavioral health care advocate ",Master's Degree,USA,77000.00,2000.00,0.00,Female
38-41,15,"Insurance ",Care Manager,Master's Degree,USA,80000.00,2000.00,0.00,Female
38-41,15,"Nonprofit ","Project Manager ",Master's Degree,USA,80000.00,2000.00,0.00,Female
38-41,10,"Construction ","Office Manager ",Bachelor's Degree,USA,80000.00,2000.00,0.00,Female
38-41,14,"Membership Organization/Technology ","Senior Manager, IT Infrastructure Support ",Master's Degree,USA,85900.00,2000.00,0.00,Female
38-41,6,"Construction ",Assistant project manager,Bachelor's Degree,USA,86000.00,2000.00,0.00,Female
38-41,16,Nonprofit,Director of Communications,Master's Degree,USA,90000.00,2000.00,0.00,Female
38-41,12,"Healthcare ",RN,Bachelor's Degree,USA,102000.00,2000.00,0.00,Female
38-41,15,Fintech,Senior Support Manager,"Some College credit, no degree",CANADA,105000.00,2000.00,0.00,Female
38-41,10,Medical,"Retail Staff Pharmacist ",Doctorate Degree,USA,131000.00,2000.00,0.00,Female
38-41,10,"Healthcare ",BUSAiness Intelligence Analyst (Operations),Bachelor's Degree,USA,140000.00,2000.00,0.00,Female
38-41,10,medical,"travel nurse ",Associate Degree,USA,150000.00,2000.00,0.00,Female
38-41,11,Healthcare,"Nurse practitioner ",Master's Degree,USA,165000.00,2000.00,0.00,Female
38-41,8,Retail,SR Buyer,Bachelor's Degree,USA,87200.00,2000.00,0.00,Female
38-41,20+,Retail,"Assistant manager ","High School Graduate, Diploma or the equivalent (e",USA,65100.00,2300.00,0.00,Female
38-41,6,"Public Accounting ",Staff accountant,Bachelor's Degree,USA,47000.00,2500.00,0.00,Female
38-41,8,"Tech administration ","Executive assistant ","Some College credit, no degree",USA,57000.00,2500.00,0.00,Female
38-41,8,Law,"Marketing Coordinator ",Bachelor's Degree,USA,60000.00,2500.00,0.00,Female
38-41,15,Education/Tech Company,Consultant,Master's Degree,USA,64000.00,2500.00,0.00,Female
38-41,17,Food,Regulatory Specialist,"Some College credit, no degree",USA,64500.00,2500.00,0.00,Female
38-41,20+,Supply Chain,Client Manager,"Some College credit, no degree",USA,75000.00,2500.00,0.00,Female
38-41,15,"Accounting ","Office Manager ","Some College credit, no degree",CANADA,80000.00,2500.00,0.00,Female
38-41,1,"Healthcare ",Practice manager,"Trade, Technical, Vocational Training",USA,60000.00,2600.00,0.00,Female
38-41,12,"Healthcare ","IT Project Management ",Master's Degree,USA,130000.00,2600.00,0.00,Female
38-41,10,Talent  Acquisition,Corporate Recruiter,"Some College credit, no degree",USA,65000.00,2800.00,0.00,Female
38-41,15,Banking,Banker,Associate Degree,USA,46000.00,3000.00,0.00,Female
38-41,10,Finance/insurance,"CUSAtomer Service ",Associate Degree,USA,48900.00,3000.00,0.00,Female
38-41,9,Non profit,Executive Assistant to the CEO,Bachelor's Degree,USA,52000.00,3000.00,0.00,Female
38-41,15,"Education ","Manager ",Bachelor's Degree,CANADA,58000.00,3000.00,0.00,Female
38-41,3,"Economic Development ","Central Planning Secretary ","High School Graduate, Diploma or the equivalent (e",USA,59000.00,3000.00,0.00,Female
38-41,4,"Healthcare ",Operations Manager,Associate Degree,USA,62000.00,3000.00,0.00,Female
38-41,10,IT,"Data Analyst ",Bachelor's Degree,USA,65000.00,3000.00,0.00,Female
38-41,7,Healthcare,Program Manager,"Some College credit, no degree",USA,66800.00,3000.00,0.00,Female
38-41,12,"Commercial Real Estate ","Lease Document Coordinator   ",Bachelor's Degree,CANADA,75000.00,3000.00,0.00,Female
38-41,15,"Finance ","Commercial Underwriting ",Bachelor's Degree,USA,75000.00,3000.00,0.00,Female
38-41,13,"Education ","Assistant Principal ",Master's Degree,USA,76000.00,3000.00,0.00,Female
38-41,11,Healthcare,Director of food and nutrition services,Bachelor's Degree,USA,82000.00,3000.00,0.00,Female
38-41,7,"Healthcare ",Nurse Reviewer,Bachelor's Degree,USA,83000.00,3000.00,0.00,Female
38-41,7,"Biotech project management ","Project Manager ",Master's Degree,USA,87000.00,3000.00,0.00,Female
38-41,15,"Government ","Budget Officer ",Master's Degree,USA,87000.00,3000.00,0.00,Female
38-41,3,"Health coaching ",Registered nurse,Bachelor's Degree,USA,92000.00,3000.00,0.00,Female
38-41,3,Property Management,District Manager,Professional Degree,USA,97500.00,3000.00,0.00,Female
38-41,20+,"Marketing ",DIRECTOR,Associate Degree,USA,120000.00,3000.00,0.00,Female
38-41,11,"Non profit ","Director of Advocacy & Policy ",Master's Degree,USA,120000.00,3000.00,0.00,Female
38-41,2,Insurance,Claims Analyst,"Some College credit, no degree",USA,122720.00,3000.00,0.00,Female
38-41,18,Engineering,Division Manager,Master's Degree,USA,156000.00,3000.00,0.00,Female
38-41,10,Marketing,Client Partner,Bachelor's Degree,USA,75000.00,3000.00,0.00,Female
38-41,12,Merchandising/Craft IndUSAtry,Director of Merchandise,Bachelor's Degree,USA,70000.00,3000.00,0.00,Female
38-41,12,"Insurance ","Senior Contracting Specialist ",Bachelor's Degree,USA,51000.00,3000.00,0.00,Female
38-41,12,"Construction ","Assistant project manager ","Some College credit, no degree",USA,52000.00,3500.00,0.00,Female
38-41,15,Pharma,"Pharmacist ",Doctorate Degree,USA,130000.00,3500.00,0.00,Female
38-41,12,"Home care ","Nanny ",Master's Degree,USA,42000.00,4000.00,0.00,Female
38-41,7,"digital media ","Ad operations ",Bachelor's Degree,USA,53000.00,4000.00,0.00,Female
38-41,15,Retail,"Store manager ","High School Graduate, Diploma or the equivalent (e",USA,57000.00,4000.00,0.00,Female
38-41,15,Insurance,Litigation Examiner,"Some College credit, no degree",USA,60000.00,4000.00,0.00,Female
38-41,20+,Pet Retail,General Manager,"Some College credit, no degree",USA,67000.00,4000.00,0.00,Female
38-41,3,"Administration ",Senior Administration Assistant,Bachelor's Degree,USA,70000.00,4000.00,0.00,Female
38-41,10,Insurance,Trainer,"Some College credit, no degree",CANADA,71000.00,4000.00,0.00,Female
38-41,11,"Hr ","Ethics investigation ",Bachelor's Degree,USA,71000.00,4000.00,0.00,Female
38-41,19,"Health Insurance ","Lead Claims Analyst ","Trade, Technical, Vocational Training",USA,72000.00,4000.00,0.00,Female
38-41,13,Sheet Metal Distribution,Inventory Admin,"High School Graduate, Diploma or the equivalent (e",USA,72000.00,4000.00,0.00,Female
38-41,15,N/A,Content Marketing Manager,Bachelor's Degree,USA,72000.00,4000.00,0.00,Female
38-41,15,Academia,Associate Director of Regulatory Affairs,Bachelor's Degree,USA,97850.00,4000.00,0.00,Female
38-41,6,Healthcare,Operations manager,Master's Degree,USA,113000.00,4000.00,0.00,Female
38-41,8,Tech,Executive Assistant,"Some College credit, no degree",USA,57000.00,4000.00,0.00,Female
38-41,17,Accounting,Finance Specialist,Bachelor's Degree,USA,50000.00,5000.00,0.00,Female
38-41,11,"Engineering ","Engineering Assistant ",Associate Degree,USA,56000.00,5000.00,0.00,Female
38-41,3,Trucking,"Office manager ","Some College credit, no degree",CANADA,58240.00,5000.00,0.00,Female
38-41,4,"Social Services ",Social Worker,Bachelor's Degree,CANADA,62000.00,5000.00,0.00,Female
38-41,20+,"Accounting ","Lead accountant ","Some College credit, no degree",USA,65000.00,5000.00,0.00,Female
38-41,20+,"Software/Technology ","Executive Assistant ","Some College credit, no degree",USA,68000.00,5000.00,0.00,Female
38-41,15,"Transportation ",Staffing Supervisor,"High School Graduate, Diploma or the equivalent (e",USA,70000.00,5000.00,0.00,Female
38-41,8,Finance,Communication Manager,Master's Degree,USA,74500.00,5000.00,0.00,Female
38-41,20+,"Construction ","Marketing and bUSAiness development ",Bachelor's Degree,USA,75000.00,5000.00,0.00,Female
38-41,2,"Manufacturer ",Product Development Coordinator,"Some College credit, no degree",USA,75000.00,5000.00,0.00,Female
38-41,20+,Financial Institution,Governance and Control Analyst,"Trade, Technical, Vocational Training",CANADA,84000.00,5000.00,0.00,Female
38-41,n/a,"IT HR software ",Vendor manager,"Some College credit, no degree",USA,87000.00,5000.00,0.00,Female
38-41,5,Tech,"Corporate social responsibility manager ",Bachelor's Degree,USA,94000.00,5000.00,0.00,Female
38-41,4,Health insurance,Sr digital channel manager,Bachelor's Degree,USA,100000.00,5000.00,0.00,Female
38-41,15,"Tech ","senior product designer ",Bachelor's Degree,USA,103000.00,5000.00,0.00,Female
38-41,15,"Facilities / Construction ",Director cUSAtomer success,N/a,USA,110000.00,5000.00,0.00,Female
38-41,17,"Healthcare ",Lab Manager,Master's Degree,USA,121500.00,5000.00,0.00,Female
38-41,12,"Healthcare ",Director,Doctorate Degree,USA,128000.00,5000.00,0.00,Female
38-41,15,Advertising,Creative Director,Bachelor's Degree,USA,187200.00,5000.00,0.00,Female
38-41,13,Real Estate,General Counsel,Professional Degree,USA,220000.00,5000.00,0.00,Female
38-41,12,"Medical Device marketing ",Marketing Manager/Brand Manager,Master's Degree,USA,140000.00,5000.00,0.00,Female
38-41,10,Sales/Hospitality,Sales Manager/Wedding Planner,Associate Degree,USA,65000.00,5000.00,0.00,Female
38-41,14,Retail,"Marketing manager ",Bachelor's Degree,USA,91000.00,5100.00,0.00,Female
38-41,4,Legal,"Paralegal ",Associate Degree,USA,67500.00,5500.00,0.00,Female
38-41,9,"Mortgage ","Supervisor ","High School Graduate, Diploma or the equivalent (e",USA,90000.00,5500.00,0.00,Female
38-41,20+,"Banking ","Content management ","Some College credit, no degree",USA,93000.00,5500.00,0.00,Female
38-41,9,"Insurance ","Commercial lines underwriter ",Associate Degree,USA,57200.00,5600.00,0.00,Female
38-41,2,Logistics,Mobility Specialist,"Some College credit, no degree",USA,50000.00,6000.00,0.00,Female
38-41,19,Finance,"Associate Financial Representative ","Some College credit, no degree",USA,65500.00,6000.00,0.00,Female
38-41,4,"Supply Chain ","Senior Buyer ",Bachelor's Degree,USA,71000.00,6000.00,0.00,Female
38-41,8,Relocation,Operations Manager,Master's Degree,USA,74000.00,6000.00,0.00,Female
38-41,7,"Construction ",Project Engineer,"Some College credit, no degree",USA,93000.00,6000.00,0.00,Female
38-41,12,Manufacturing,Communications manager,Master's Degree,USA,99000.00,6000.00,0.00,Female
38-41,20+,Health care,Clinic manager,Master's Degree,USA,100000.00,6000.00,0.00,Female
38-41,15,IT,"Senior System Administrator ",Bachelor's Degree,USA,117000.00,6000.00,0.00,Female
38-41,15,Software,Software supoort,Associate Degree,USA,42317.00,6105.00,0.00,Female
38-41,3,Healthcare,Practice Manager,Bachelor's Degree,USA,63000.00,6300.00,0.00,Female
38-41,20+,Auto Finance,Accountant II,"Some College credit, no degree",USA,64000.00,6400.00,0.00,Female
38-41,11,"Insurance ","AdjUSAter ",Bachelor's Degree,USA,81070.68,6728.00,0.00,Female
38-41,2,Insurance,Subrogation Specialist,Associate Degree,USA,49800.00,7000.00,0.00,Female
