Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
22-25,1,Technology,Software Engineer 2,Bachelor's Degree,USA,110000.00,11000.00,5000.00,Female
22-25,1,Technology,"Account Development Representative ",Bachelor's Degree,USA,50000.00,20000.00,5000.00,Female
22-25,1,Technology,"Sales representative ",Bachelor's Degree,USA,51000.00,30000.00,5000.00,Female
22-25,1,Technology,"Full stack developer  ",Bachelor's Degree,USA,70200.00,0.00,5000.00,Male
22-25,1,Technology,Software Engineer I,Bachelor's Degree,USA,110000.00,0.00,5000.00,Male
22-25,1,Technology,Business Development Analyst,Bachelor's Degree,USA,85000.00,0.00,5000.00,Male
22-25,1,Technology,"Software engineer ",Bachelor's Degree,USA,82000.00,3000.00,5000.00,Male
22-25,1,Technology,"Visual designer ",Bachelor's Degree,USA,75000.00,5000.00,5000.00,Male
22-25,1,Technology,"Software Engineer ",Bachelor's Degree,USA,161000.00,8000.00,5000.00,Male
22-25,1,Technology,"Strategy Manager ",Bachelor's Degree,USA,65000.00,10000.00,5000.00,Male
22-25,1,Technology,Software Engineer,Bachelor's Degree,USA,100000.00,10000.00,5000.00,Male
22-25,1,Technology,New Grad Software Engineer,Bachelor's Degree,USA,120000.00,12000.00,5000.00,Male
22-25,1,Technology,"Technical Project Manager ",Bachelor's Degree,USA,125000.00,12000.00,5000.00,Male
22-25,1,Technology,Associate Product Manager,Bachelor's Degree,USA,121000.00,18000.00,5000.00,Male
22-25,1,Technology,"Digital technology leadership program ",Bachelor's Degree,USA,77000.00,0.00,5000.00,Female
22-25,1,Technology,Associate,Master's Degree,USA,80000.00,0.00,5000.00,Female
22-25,1,Technology,"Functional Technology Consultant ",Bachelor's Degree,USA,79000.00,0.00,5000.00,Female
22-25,1,Technology,Business Analyst,Bachelor's Degree,USA,57000.00,0.00,5000.00,Female
22-25,1,Technology,"Staff 2 Technology Risk Consultant ",Bachelor's Degree,USA,75000.00,0.00,5000.00,Female
22-25,1,Technology,Associate USAer Experience Designer,Bachelor's Degree,USA,80000.00,0.00,5000.00,Female
22-25,1,Technology,Analyst,Bachelor's Degree,USA,72000.00,7500.00,5000.00,Female
22-25,1,Technology,Consultant,Bachelor's Degree,USA,74000.00,6000.00,5000.00,Male
22-25,1,Technology,Advisory Associate,Bachelor's Degree,USA,75000.00,0.00,5000.00,Female
22-25,1,Technology,Account manager,Bachelor's Degree,USA,65000.00,6500.00,5000.00,Female
22-25,1,Technology,"Outbound Business representative ",Bachelor's Degree,USA,75000.00,0.00,5000.00,Male
22-25,1,Technology,Software engineer,Bachelor's Degree,USA,75000.00,0.00,5000.00,Female
22-25,1,Technology,Supply Chain Analyst,Bachelor's Degree,USA,70000.00,0.10,5000.00,Female
22-25,1,Technology,Associate Software Engineer,Bachelor's Degree,USA,130000.00,13000.00,5000.00,Female
22-25,1,Technology,Consultant,Bachelor's Degree,USA,70000.00,0.00,5000.00,Female
22-25,1,Technology,Tech Consultant,Bachelor's Degree,USA,71000.00,5000.00,5000.00,Female
22-25,1,Technology,Management Associate,Bachelor's Degree,USA,85000.00,8500.00,5000.00,Female
22-25,1,Technology,Software Engineer,Bachelor's Degree,USA,110000.00,0.00,5000.00,Male
22-25,1,Technology,"Process Improvement specialist ",Bachelor's Degree,USA,41000.00,0.00,5000.00,Male
22-25,1,Technology,"Technology Analyst ",Master's Degree,USA,66000.00,5000.00,5000.00,Female
22-25,1,"Telecommunications ",Financialanalystassociate,BachelorsDegree,USA,NULL,0.00,5000.00,Female
22-25,1,Transmission - Power,Rotational Transmission Engineer,Bachelor's Degree,USA,65000.00,0.00,5000.00,Female
22-25,1,"Transportation ",Logistics Engineer,Master's Degree,USA,76000.00,0.00,5000.00,Female
22-25,1,Utilities,Associate Analyst,Bachelor's Degree,USA,74000.00,10000.00,5000.00,Female
22-25,1,"Utilities ",Engineer,Bachelor's Degree,USA,72000.00,5000.00,5000.00,Female
22-25,1,Technology,Experience Designer,Bachelor's Degree,USA,75000.00,0.00,5000.00,Female
22-25,1,Warehouse,Area Manager,Bachelor's Degree,USA,48500.00,0.00,5000.00,Female
22-25,1,Tech,"Security analyst ",Bachelor's Degree,USA,63800.00,4000.00,5500.00,Male
22-25,1,"Engineering ","Associate Mechanical Engineer ",Bachelor's Degree,USA,77000.00,0.00,5500.00,Male
22-25,1,IndUSAtrial Engineering,Associate IndUSAtrial Engineer,Bachelor's Degree,USA,82410.00,0.00,5500.00,Male
22-25,1,N/A,"Area Manager ",Bachelor's Degree,USA,60000.00,0.00,5500.00,Female
22-25,1,Pharmaceuticals,Engineering Rotational Development Program,Bachelor's Degree,USA,72509.00,3000.00,5500.00,Female
22-25,1,Secondary Teacher,Teacher,Bachelor's Degree,USA,50000.00,0.00,5500.00,Female
22-25,1,"Aerospace ",ContinuoUSA Improvement Engineer,Bachelor's Degree,USA,70000.00,0.00,6000.00,Female
22-25,1,Automotive,Interaction Engineer,Bachelor's Degree,USA,76000.00,2000.00,6000.00,Female
22-25,1,Biotech,"Software Developer ",Bachelor's Degree,USA,95000.00,10000.00,6000.00,Female
22-25,1,Chemical,Research Specialist,Bachelor's Degree,USA,82000.00,6000.00,6000.00,Male
22-25,1,Consulting,Consultant I,Bachelor's Degree,USA,69000.00,4000.00,6000.00,Female
22-25,1,"Consulting ",Associate,Master's Degree,USA,60000.00,15000.00,6000.00,Male
22-25,1,Consumer goods,Marketing management trainee,Bachelor's Degree,USA,75000.00,3000.00,6000.00,Prefer Not
22-25,1,Cosmetics,Supply Chain Analyst,Bachelor's Degree,USA,72500.00,3000.00,6000.00,Female
22-25,1,Energy,Mechanical Engineer,Bachelor's Degree,USA,96000.00,11000.00,6000.00,Male
22-25,1,Finance,Financial Analyst,Bachelor's Degree,USA,70000.00,2500.00,6000.00,Female
22-25,1,Insurance,Underwriter,Bachelor's Degree,USA,61500.00,0.00,6000.00,Female
22-25,1,"Insurance ","District Sales Manager ",Bachelor's Degree,USA,52000.00,8000.00,6000.00,Female
22-25,1,"Investment Banking ","Compliance Analyst ",Bachelor's Degree,USA,60000.00,5000.00,6000.00,Female
22-25,1,"Manufacturing ",Manufacturing Engineer,Bachelor's Degree,USA,75000.00,5000.00,6000.00,Male
22-25,1,Marketing,Management Trainee,Bachelor's Degree,USA,75000.00,0.00,6000.00,Male
22-25,1,MRO,Supply chain analyst,Bachelor's Degree,USA,70000.00,0.00,6000.00,Female
22-25,1,N/A,Project Management (Apprentice -IT),Bachelor's Degree,USA,39000.00,0.00,6000.00,Female
22-25,1,N/A,N/A,Bachelor's Degree,USA,68000.00,0.00,6000.00,Female
22-25,1,Operations,Area Manager,Bachelor's Degree,USA,52000.00,0.00,6000.00,Female
22-25,1,"Operations ",Area Manager,Bachelor's Degree,USA,52000.00,0.00,6000.00,Female
22-25,1,Technology,product marketing associate,Bachelor's Degree,USA,85000.00,0.00,6000.00,Female
22-25,1,Technology,"Process Engineering ",Bachelor's Degree,USA,75000.00,6000.00,6000.00,Female
22-25,1,Technology,"Systems Operations Analyst ",Bachelor's Degree,USA,77500.00,0.00,6000.00,Male
22-25,1,Technology,Graduate Software Developer,Bachelor's Degree,ENGLAND,45000.00,0.00,6000.00,Female
22-25,1,Technology,Marketing Analyst,Bachelor's Degree,USA,69000.00,0.05,6000.00,Female
22-25,1,"Tobacco ","Research Analyst ",Bachelor's Degree,USA,64500.00,0.00,6000.00,Female
22-25,1,"Automotive ","Engineer ",Bachelor's Degree,USA,80000.00,8000.00,6500.00,Female
22-25,1,Consulting,N/A,Bachelor's Degree,USA,92000.00,6000.00,6500.00,Male
22-25,1,"Consulting ","Associate ",Bachelor's Degree,USA,85000.00,0.00,6500.00,Female
22-25,1,"Finance ","Operations ",Bachelor's Degree,USA,55000.00,3000.00,6500.00,Male
22-25,1,Consumer Products,Process engineer,Bachelor's Degree,USA,78000.00,0.00,6600.00,Female
22-25,1,"Information Technology ","J&J TLDP Program ",Bachelor's Degree,USA,76000.00,7000.00,6660.00,Male
22-25,1,"E-commerce ",Area Manager,Bachelor's Degree,USA,52000.00,0.00,6700.00,Male
22-25,1,Management,Area Manager,Bachelor's Degree,USA,52000.00,0.00,6700.00,Female
22-25,1,Operations,Area Manager,Bachelor's Degree,USA,52000.00,0.00,6700.00,Male
22-25,1,"Utilities ","Associate ",Bachelor's Degree,USA,69000.00,3000.00,6700.00,Female
22-25,1,"Liquor sales ",Sales rep,Bachelor's Degree,USA,42000.00,10000.00,6750.00,Female
22-25,1,Automotive,Financial Analyst,Master's Degree,USA,75000.00,0.05,7000.00,Female
22-25,1,"Commercial real estate investing ",Analyst,Bachelor's Degree,USA,110000.00,40000.00,7000.00,Female
22-25,1,Consulting,Analyst,Bachelor's Degree,USA,74000.00,0.00,7000.00,Female
22-25,1,Consulting,"Healthcare Consulting ",Master's Degree,USA,80000.00,0.00,7000.00,Female
22-25,1,Consulting,"Technology Consulting Associate ",Bachelor's Degree,USA,85000.00,0.00,7000.00,Female
22-25,1,Consulting,Analyst,Bachelor's Degree,USA,71000.00,0.00,7000.00,Female
22-25,1,Consulting,Analyst,Bachelor's Degree,USA,71000.00,0.00,7000.00,Female
22-25,1,Consulting,N/A,Bachelor's Degree,USA,82000.00,5600.00,7000.00,Female
22-25,1,"Consulting ","Analyst ",Bachelor's Degree,USA,71000.00,0.00,7000.00,Female
22-25,1,"Consulting ",Software engineer,Bachelor's Degree,USA,110500.00,5000.00,7000.00,Female
22-25,1,Finance,IT Business Analyst,Bachelor's Degree,USA,78000.00,0.00,7000.00,Female
22-25,1,Finance,Risk Analysy,Bachelor's Degree,USA,55000.00,5000.00,7000.00,Female
22-25,1,Finance,"Business development specialist ",Bachelor's Degree,USA,65000.00,13000.00,7000.00,Female
22-25,1,Finance,Treasury analyst,Bachelor's Degree,USA,77000.00,5000.00,7000.00,Male
22-25,1,"Government Consulting ","Analyst ",Bachelor's Degree,USA,71000.00,0.00,7000.00,Female
22-25,1,Human resources,"Sr Human Resources assistant ",Bachelor's Degree,USA,52000.00,10000.00,7000.00,Female
22-25,1,"Management ","Operations Manager ",Bachelor's Degree,USA,62500.00,0.00,7000.00,Female
22-25,1,Management Consulting,Analyst,Bachelor's Degree,USA,70000.00,0.00,7000.00,Female
22-25,1,Management Consulting,"Associate ",Bachelor's Degree,USA,102800.00,8500.00,7000.00,Female
22-25,1,Oil and Gas,Corporate Development Analyst,Master's Degree,USA,80000.00,15000.00,7000.00,Female
22-25,1,"Operations ","Area Manager ",Bachelor's Degree,USA,52000.00,0.00,7000.00,Male
22-25,1,Petrochemicals,"Associate Information Technology Analyst ",Bachelor's Degree,USA,81361.00,4882.00,7000.00,Female
22-25,1,Pharmaceuticals,Sales,BachelorsDegree,USA,40000.00,40000.00,7000.00,Female
22-25,1,Semiconductor Manufacturing,Manufacturing Engineer,Bachelor's Degree,USA,72500.00,0.00,7000.00,Male
22-25,1,Space & Defense,"Systems Engineer ",Bachelor's Degree,USA,75000.00,2000.00,7000.00,Female
22-25,1,Technology,Business Analyst,Bachelor's Degree,USA,34000.00,0.00,7000.00,Female
22-25,1,Technology,"Business Analyst ",Bachelor's Degree,USA,85000.00,7000.00,7000.00,Male
22-25,1,Technology,"Machine Learning Engineer ",Master's Degree,USA,128000.00,0.00,7000.00,Male
22-25,1,Technology,Project Manager,Bachelor's Degree,USA,70000.00,0.00,7000.00,Female
22-25,1,Technology,Financial Analyst,Bachelor's Degree,USA,72500.00,6000.00,7000.00,Male
22-25,1,Technology,"Technology Analyst ",Bachelor's Degree,USA,80000.00,0.00,7000.00,Female
22-25,1,Warehouse,Area Manager,Bachelor's Degree,USA,37000.00,0.00,7000.00,Female
22-25,1,Aerospace,"SMS Specialist ",Master's Degree,USA,75000.00,0.00,7500.00,Female
22-25,1,BANKING,Analyst,Bachelor's Degree,USA,100000.00,0.00,7500.00,Female
22-25,1,BANKING,Analyst,Bachelor's Degree,USA,72500.00,2500.00,7500.00,Female
22-25,1,BANKING,"Senior Operations Analyst ",Bachelor's Degree,USA,53000.00,8000.00,7500.00,Female
22-25,1,Compliance,Analyst,Bachelor's Degree,USA,60000.00,0.00,7500.00,Female
22-25,1,Consulting,SAP Analyst,Bachelor's Degree,USA,70000.00,0.00,7500.00,Female
22-25,1,Consulting,Application and Program Analyst,Master's Degree,USA,75000.00,0.00,7500.00,Female
22-25,1,Consulting,Associate Consultant,Bachelor's Degree,USA,76500.00,0.00,7500.00,Female
22-25,1,Consulting,"Tech consultant ",Bachelor's Degree,USA,78000.00,0.00,7500.00,Female
22-25,1,Consulting,N/A,Master's Degree,USA,79000.00,0.00,7500.00,Female
22-25,1,Consulting,Cybersecurity Consultant,Bachelor's Degree,USA,92000.00,0.00,7500.00,Female
22-25,1,Consulting,Applications Program Analyst,Bachelor's Degree,USA,75000.00,0.00,7500.00,Female
22-25,1,Consulting,Associate,Master's Degree,USA,83000.00,200.00,7500.00,Female
22-25,1,Consulting,Analyst,Bachelor's Degree,USA,70000.00,0.00,7500.00,Male
22-25,1,Consulting,Technology Consultant,Bachelor's Degree,USA,92000.00,4000.00,7500.00,Male
22-25,1,"Consulting ","Analyst ",Bachelor's Degree,USA,75000.00,0.00,7500.00,Female
22-25,1,"Consulting ",Staff 2 Technology Consultant,Bachelor's Degree,USA,93300.00,4000.00,7500.00,Female
22-25,1,"Consulting ","Experienced technology consultant ",Bachelor's Degree,USA,90000.00,5000.00,7500.00,Female
22-25,1,"Consulting ","Technology consulting associate ",Bachelor's Degree,USA,85000.00,0.00,7500.00,Male
22-25,1,"Consulting ","Transaction Advisory Consulting ",Bachelor's Degree,USA,82000.00,0.05,7500.00,Male
22-25,1,CPG/ Energy Drink,Brand marketing specialist,Bachelor's Degree,USA,60000.00,0.00,7500.00,Female
22-25,1,Diagnostics,Systems Engineer,Bachelor's Degree,USA,90700.00,6000.00,7500.00,Female
22-25,1,Entertainment,Sr. Operations Analyst,Master's Degree,USA,75000.00,0.10,7500.00,Female
22-25,1,Finance,"Transaction Analyst ",Bachelor's Degree,USA,63002.00,0.00,7500.00,Female
22-25,1,Finance,Analyst,Bachelor's Degree,USA,50000.00,4000.00,7500.00,Male
22-25,1,Finance,Credit Risk Analyst,Bachelor's Degree,USA,85000.00,10000.00,7500.00,Male
22-25,1,"Financial Services ","Associate Software Engineer ",Bachelor's Degree,USA,74000.00,6000.00,7500.00,Male
22-25,1,Investment Bank,Global Market Analyst,Bachelor's Degree,USA,53000.00,0.00,7500.00,Female
22-25,1,Investment banking,Analyst,Bachelor's Degree,CANADA,95000.00,90000.00,7500.00,Female
22-25,1,"IT at a finance firm ",Analyst,Bachelor's Degree,USA,88000.00,1500.00,7500.00,Female
22-25,1,Management Consulting,"Analyst ",Bachelor's Degree,USA,70000.00,0.00,7500.00,Female
22-25,1,Management Consulting,Consulting Analyst,Bachelor's Degree,CANADA,75000.00,0.00,7500.00,Female
22-25,1,"Medical Device ",Software Development Program Engineer(Rotational),Bachelor's Degree,USA,90000.00,1000.00,7500.00,Female
22-25,1,N/A,corporate finance,Bachelor's Degree,USA,63000.00,0.00,7500.00,Male
22-25,1,Packaging,Packaging Engineer,Bachelor's Degree,USA,65000.00,8000.00,7500.00,Female
22-25,1,Real Estate Finance,Commercial Asset Management,Bachelor's Degree,USA,85000.00,0.00,7500.00,Female
22-25,1,Retail,Area Manager,Bachelor's Degree,USA,52000.00,0.00,7500.00,Female
22-25,1,Technology,Procurement Specialist,Bachelor's Degree,USA,63500.00,0.00,7500.00,Female
22-25,1,Technology,Tech consulant,Bachelor's Degree,USA,76500.00,0.00,7500.00,Female
22-25,1,Technology,Process Engineer,Master's Degree,USA,75000.00,2000.00,7500.00,Female
22-25,1,Technology,Marketing Specialist,Bachelor's Degree,USA,75000.00,7000.00,7500.00,Female
22-25,1,Technology,"Software Engineer ",Bachelor's Degree,USA,100000.00,5000.00,7500.00,Male
22-25,1,Technology,"ERP Consultant ",Bachelor's Degree,USA,75000.00,20000.00,7500.00,Male
22-25,1,Technology,Technology Consultant - SAP,Bachelor's Degree,USA,76500.00,0.00,7500.00,Male
22-25,1,Technology,SDR,"Some College credit, no degree",USA,40000.00,15000.00,7500.00,Female
22-25,1,Technology,"CPF Associate ",Master's Degree,USA,80000.00,0.00,7500.00,Female
22-25,1,Technology,"Technology Consultant ",Bachelor's Degree,USA,76500.00,3000.00,7500.00,Male
22-25,1,"Utilities ",Structural Engineer,Bachelor's Degree,USA,149760.00,5.00,7500.00,Female
22-25,1,"Aerospace ",Electrical Engineer,Bachelor's Degree,USA,75000.00,2000.00,8000.00,Female
22-25,1,"Aerospace ",Contracts Administrator,Bachelor's Degree,USA,67000.00,0.00,8000.00,Female
22-25,1,Consulting,Consultant ; Functional Analyst,Bachelor's Degree,USA,78000.00,2000.00,8000.00,Female
22-25,1,Consulting,Technology Consultant,Bachelor's Degree,USA,105556.00,4000.00,8000.00,Female
22-25,1,Consulting,Technology Consulting,Bachelor's Degree,USA,800000.00,12000.00,8000.00,Female
22-25,1,Consumer Product Goods,Process Engineer,Bachelor's Degree,USA,78000.00,0.00,8000.00,Prefer Not
22-25,1,Design/Tech,USAer Experience Designer,Bachelor's Degree,USA,60000.00,0.00,8000.00,Female
22-25,1,Engineering,Process engineer,Master's Degree,USA,85000.00,60.00,8000.00,Female
22-25,1,"Engineering ",Structural design engineer,Bachelor's Degree,USA,72400.00,3000.00,8000.00,Female
22-25,1,Fashion Design,Assistant Fashion Designer,Bachelor's Degree,USA,53500.00,0.00,8000.00,Female
22-25,1,Financial Services/Tech,"Senior Credit Risk Analyst ",Master's Degree,USA,98000.00,6000.00,8000.00,Male
22-25,1,FinTech,Settlements Analyst,Bachelor's Degree,USA,70000.00,15000.00,8000.00,Female
22-25,1,Healthcare,Sr Marketing Specialist,Bachelor's Degree,USA,57000.00,0.00,8000.00,Female
22-25,1,"Insurance ","Software Analyst ",Bachelor's Degree,USA,78000.00,0.00,8000.00,Female
22-25,1,"Network Engineer ",Network Engineer,Bachelor's Degree,USA,66000.00,0.00,8000.00,Male
22-25,1,Oil,Procurement Buyer,Bachelor's Degree,USA,67000.00,3500.00,8000.00,Female
22-25,1,"Professional services ",Financial due diligence associate,Bachelor's Degree,USA,76000.00,0.00,8000.00,Female
22-25,1,Retail,Assistant Merchandiser,Bachelor's Degree,USA,77000.00,0.00,8000.00,Female
22-25,1,Technology,Inside Sales Rep,Bachelor's Degree,USA,50000.00,0.00,8000.00,Female
22-25,1,Technology,Program Manager,Bachelor's Degree,USA,82000.00,12000.00,8000.00,Male
22-25,1,Technology,Software Engineer,Bachelor's Degree,USA,115000.00,0.00,8000.00,Female
22-25,1,Consulting,Consultant,Bachelor's Degree,USA,94000.00,8000.00,9000.00,Male
22-25,1,CPG/food,Sourcing operations analyst,Bachelor's Degree,USA,67000.00,3350.00,9000.00,Female
22-25,1,Defence,"Computer scientist ",Bachelor's Degree,USA,75000.00,1500.00,9000.00,Male
22-25,1,Energy,Rotational Engineer,Bachelor's Degree,USA,110000.00,16500.00,9000.00,Female
22-25,1,Finance,Software Engineer,Bachelor's Degree,USA,121000.00,0.00,9000.00,Female
22-25,1,"Finance ",Assistant Vice President,Master's Degree,USA,110000.00,27000.00,9000.00,Male
22-25,1,IT Consulting,Junior Developer,Bachelor's Degree,USA,57000.00,8000.00,9000.00,Female
22-25,1,"Retail Fashion ",Merchant,Bachelor's Degree,USA,62500.00,0.00,9000.00,Male
22-25,1,Technology,Triage Engineer,Bachelor's Degree,USA,63000.00,0.00,9000.00,Male
22-25,1,Biotech,Buyer,Bachelor's Degree,USA,82000.00,0.00,9500.00,Male
22-25,1,Finance,"Business analyst ",Bachelor's Degree,USA,93500.00,2500.00,9500.00,Female
22-25,1,"Aerospace ",SoftwareEngineerAsc,BachelorsDegree,USA,52000.00,4000.00,10000.00,Male
22-25,1,Law,"Lawyer ",Doctorate Degree,USA,205000.00,12000.00,10000.00,Female
22-25,1,Automotive,Financial Analyst,Bachelor's Degree,USA,75000.00,6000.00,10000.00,Female
22-25,1,BANKING,Analyst,BachelorsDegree,USA,65000.00,10000.00,10000.00,Female
22-25,1,BANKING,Rotational Analyst,Bachelor's Degree,USA,70000.00,0.00,10000.00,Female
22-25,1,BANKING,Analyst,Bachelor's Degree,USA,83000.00,6000.00,10000.00,Female
22-25,1,BANKING,Senior Business Analyst,Master's Degree,USA,115000.00,11000.00,10000.00,Female
22-25,1,BANKING,Analyst,Bachelor's Degree,IRELAND,50000.00,2000.00,10000.00,Male
22-25,1,BANKING,Developer/Analyst,Bachelor's Degree,USA,95000.00,2000.00,10000.00,Female
22-25,1,Chemical,Project Engineer,Bachelor's Degree,USA,80000.00,0.00,10000.00,Female
22-25,1,Chemicals,Sales Specialist,Master's Degree,USA,91200.00,0.00,10000.00,Female
22-25,1,Tech,Consultant,Bachelor's Degree,USA,90000.00,0.00,10000.00,Male
22-25,1,Consulting,Analytics Analyst,Bachelor's Degree,USA,35000.00,0.00,10000.00,Female
22-25,1,Consulting,Healthcare Consultant,Bachelor's Degree,USA,75000.00,0.00,10000.00,Female
22-25,1,Consulting,"Advisory Analyst (analytics) ",Bachelor's Degree,USA,77700.00,0.00,10000.00,Female
22-25,1,Consulting,Consulting Analyst,Master's Degree,USA,79500.00,0.00,10000.00,Female
22-25,1,Consulting,"Consultant ",Bachelor's Degree,USA,80000.00,0.00,10000.00,Female
22-25,1,Consulting,Analyst,Bachelor's Degree,USA,80500.00,0.00,10000.00,Female
22-25,1,Consulting,Analyst,Bachelor's Degree,USA,82509.00,0.00,10000.00,Female
22-25,1,Consulting,Consultant,Master's Degree,CANADA,86000.00,2000.00,10000.00,Female
22-25,1,Consulting,Senior Analyst,Bachelor's Degree,USA,93300.00,2272.00,10000.00,Female
22-25,1,Consulting,Analyst (CDP Program),Master's Degree,USA,87000.00,2610.00,10000.00,Female
22-25,1,Consulting,Management Consulting Senior Analyst,Bachelor's Degree,USA,93300.00,4000.00,10000.00,Female
22-25,1,Consulting,Senior Analyst,Bachelor's Degree,USA,82500.00,5000.00,10000.00,Female
22-25,1,Consulting,Associate,Bachelor's Degree,USA,90000.00,8000.00,10000.00,Female
22-25,1,Consulting,"Associate consultant ",Bachelor's Degree,USA,85000.00,8500.00,10000.00,Female
22-25,1,Consulting,Consultant,Bachelor's Degree,USA,80000.00,10000.00,10000.00,Female
22-25,1,consulting,Consulting analyst,Bachelor's Degree,USA,77000.00,0.00,10000.00,Male
22-25,1,Consulting,Business Technology Strategy Consultant,Master's Degree,USA,91590.00,4580.00,10000.00,Male
22-25,1,Consulting,Analyst,Bachelor's Degree,USA,77550.00,6000.00,10000.00,Male
22-25,1,Consulting,Associate Consultant,Bachelor's Degree,USA,105000.00,32000.00,10000.00,Male
22-25,1,"Consulting ",Consulting Analyst,Bachelor's Degree,USA,77000.00,0.00,10000.00,Female
22-25,1,"Consulting ","Consulting Anylist ",Bachelor's Degree,USA,79000.00,0.00,10000.00,Female
22-25,1,"Consulting ","Public Policy Government Consultant ",Bachelor's Degree,USA,80000.00,0.00,10000.00,Female
22-25,1,"Consulting ",Analyst,Bachelor's Degree,USA,87000.00,0.00,10000.00,Female
22-25,1,"Consulting ",Senior Analyst,Bachelor's Degree,USA,83000.00,3000.00,10000.00,Female
22-25,1,"Consulting ",Consulting Senior Analyst,Bachelor's Degree,USA,82500.00,5000.00,10000.00,Female
22-25,1,"Consulting ","Associate ",Bachelor's Degree,USA,80000.00,7000.00,10000.00,Female
22-25,1,Consulting (Biopharma),Associate Consultant,Master's Degree,USA,86000.00,0.00,10000.00,Female
22-25,1,Consumer Goods,Financial Analyst,Bachelor's Degree,USA,70000.00,0.00,10000.00,Female
22-25,1,Consumer Goods/Marketing,Associate Manager,Bachelor's Degree,USA,71000.00,0.07,10000.00,Female
22-25,1,Corporate Banking,Underwriting Analyst,Bachelor's Degree,USA,75000.00,5000.00,10000.00,Male
22-25,1,Cybersecurity,Analyst,Bachelor's Degree,USA,80000.00,0.00,10000.00,Female
22-25,1,"Cybersecurity ",Consultant,Bachelor's Degree,USA,97500.00,3000.00,10000.00,Female
22-25,1,Defense,Human Resources Associate,Master's Degree,USA,90000.00,0.00,10000.00,Female
22-25,1,Design,UX designer,Bachelor's Degree,USA,112000.00,0.00,10000.00,Male
22-25,1,Design,UX Designer,Bachelor's Degree,USA,93000.00,0.00,10000.00,Prefer Not
22-25,1,Economic Consulting,Research Associate,Bachelor's Degree,USA,81000.00,9000.00,10000.00,Male
22-25,1,"Energy ",Analyst,Master's Degree,USA,80000.00,7000.00,10000.00,Female
22-25,1,Engineering,Patent Engineer,Bachelor's Degree,USA,92000.00,10000.00,10000.00,Female
22-25,1,Finance,"Marketing Analyst ",Bachelor's Degree,USA,70000.00,0.00,10000.00,Female
22-25,1,Finance,Analyst,Bachelor's Degree,USA,70000.00,0.00,10000.00,Female
22-25,1,Finance,Financial Analyst,Master's Degree,USA,77000.00,0.00,10000.00,Female
22-25,1,Finance,Analyst,Bachelor's Degree,USA,80000.00,0.00,10000.00,Female
22-25,1,Finance,Investment Banking Analyst,Bachelor's Degree,USA,110000.00,0.00,10000.00,Female
22-25,1,Finance,Investment Banking Analyst,Bachelor's Degree,USA,100000.00,0.00,10000.00,Female
22-25,1,Finance,Analyst,Bachelor's Degree,USA,58000.00,1000.00,10000.00,Female
22-25,1,Finance,Analyst,Bachelor's Degree,USA,85000.00,3000.00,10000.00,Female
22-25,1,Finance,Operations Analyst,Bachelor's Degree,USA,65000.00,5000.00,10000.00,Female
22-25,1,Finance,Human Resources Analyst,Bachelor's Degree,USA,70000.00,5000.00,10000.00,Female
22-25,1,Finance,Analyst,Bachelor's Degree,USA,85000.00,5000.00,10000.00,Female
22-25,1,Finance,"Analyst ",Bachelor's Degree,USA,72500.00,7500.00,10000.00,Female
22-25,1,Finance,Commercial Banking Analyst,Bachelor's Degree,USA,85000.00,10000.00,10000.00,Female
22-25,1,Finance,S&T Analyst,Bachelor's Degree,USA,85000.00,10000.00,10000.00,Female
22-25,1,Finance,Analyst,Bachelor's Degree,USA,65000.00,15000.00,10000.00,Female
22-25,1,Finance,Portfolio Analyst,Bachelor's Degree,USA,75000.00,15000.00,10000.00,Female
22-25,1,Finance,Private Bank Analyst,Master's Degree,USA,90000.00,15000.00,10000.00,Female
22-25,1,Finance,Investment Banking Analyst,Bachelor's Degree,USA,100000.00,50000.00,10000.00,Female
22-25,1,Finance,Investment banking analyst,Bachelor's Degree,USA,110000.00,70000.00,10000.00,Female
22-25,1,Finance,Investment Banking Analyst,Bachelor's Degree,USA,100000.00,80000.00,10000.00,Female
22-25,1,Finance,Investment Banking Analyst,Bachelor's Degree,USA,100000.00,85000.00,10000.00,Female
22-25,1,Finance,Banking,Master's Degree,CANADA,90000.00,90000.00,10000.00,Female
22-25,1,Finance,Investment Banking Analyst,Bachelor's Degree,USA,100000.00,90000.00,10000.00,Female
22-25,1,Finance,Investment Banking Analyst,Bachelor's Degree,USA,80000.00,100000.00,10000.00,Female
22-25,1,Finance,"Software Engineer ",Bachelor's Degree,USA,100000.00,0.00,10000.00,Male
22-25,1,Finance,Analyst,Bachelor's Degree,USA,85000.00,10000.00,10000.00,Male
22-25,1,Finance,Analyst,Bachelor's Degree,USA,97500.00,15000.00,10000.00,Male
22-25,1,Finance,Partner,Bachelor's Degree,ENGLAND,90000.00,16000.00,10000.00,Male
22-25,1,Finance,Investment Analyst,Bachelor's Degree,USA,85000.00,30000.00,10000.00,Male
22-25,1,Finance,Credit Analyst,Master's Degree,USA,120000.00,50000.00,10000.00,Male
22-25,1,Finance,Investment Banking Data Science Analyst,Bachelor's Degree,USA,100000.00,70000.00,10000.00,Male
22-25,1,Finance,Investment Banking Analyst,Bachelor's Degree,USA,115000.00,70000.00,10000.00,Male
