Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
30-33,6,Architecture,Project coordinator,Bachelor's Degree,USA,68000.00,10000.00,0.00,Female
30-33,6,Animation,Production Coordinator,Bachelor's Degree,USA,70000.00,10000.00,0.00,Female
30-33,6,Food,Supply chain manager,Bachelor's Degree,USA,85000.00,10000.00,0.00,Female
30-33,6,Advertising,Account Manager,Bachelor's Degree,USA,100000.00,10000.00,0.00,Female
30-33,6,Electric,Technical coordinator,Bachelor's Degree,USA,100000.00,10000.00,0.00,Female
30-33,6,Tech,"Lifecycle Marketing Manger ",Bachelor's Degree,USA,100000.00,10000.00,0.00,Female
30-33,6,"Ecommerce ","Digital + Ecommerce Manager ",Bachelor's Degree,USA,110000.00,10000.00,0.00,Female
30-33,6,Safety and Security,Physical Security Manager,"Some College credit, no degree",USA,117400.00,10000.00,0.00,Female
30-33,6,Marketing,Account Director,Master's Degree,USA,128500.00,10000.00,0.00,Female
30-33,6,Banking,Sr Compliance Officer,Bachelor's Degree,USA,135000.00,10000.00,0.00,Female
30-33,6,Law,Attorney,Doctorate Degree,USA,148000.00,10500.00,0.00,Female
30-33,6,Medical Device - Clinical Research,Senior Clinical Research Specialist,Master's Degree,USA,107508.00,10758.00,0.00,Female
30-33,6,Publicaccounting,Supervisor,MastersDegree,USA,65000.00,11000.00,0.00,Female
30-33,6,Finance,"Associate Client Advisor ",Bachelor's Degree,USA,72000.00,11000.00,0.00,Female
30-33,6,Software,Salesforce Administrator,Master's Degree,USA,10600.00,12000.00,0.00,Female
30-33,6,Oil and gas,"Accountant ",Bachelor's Degree,USA,75000.00,12000.00,0.00,Female
30-33,6,Tech,Sr support manager,"Some College credit, no degree",USA,84000.00,12000.00,0.00,Female
30-33,6,Finance,Senior Financial Analyst,Bachelor's Degree,CANADA,86000.00,12000.00,0.00,Female
30-33,6,Food/Distribution,Senior Manager,Bachelor's Degree,USA,90000.00,12000.00,0.00,Female
30-33,6,Banking,Risk Specialist,"Some College credit, no degree",USA,112000.00,12000.00,0.00,Female
30-33,6,Tech,"Senior Consultant ",Bachelor's Degree,USA,118000.00,12000.00,0.00,Female
30-33,6,Bank appraiser (real estate),Appraiser (AIC candidate),Bachelor's Degree,CANADA,120000.00,12000.00,0.00,Female
30-33,6,Fintech Startup,"Operations Product Partner ",Bachelor's Degree,USA,82000.00,12300.00,0.00,Female
30-33,6,Tech,"Executive Assistant ",Bachelor's Degree,USA,83200.00,12480.00,0.00,Female
30-33,6,Tech,BUSAiness Analyst,Bachelor's Degree,USA,124000.00,12500.00,0.00,Female
30-33,6,Hospitality,"Regional Manager ","Some College credit, no degree",USA,90000.00,13000.00,0.00,Female
30-33,6,Tech,Program Manager,Master's Degree,USA,129000.00,13000.00,0.00,Female
30-33,6,Finance,Affordable HoUSAing Underwriter,Master's Degree,USA,115000.00,13000.00,0.00,Female
30-33,6,Tech,Ux writer,Bachelor's Degree,USA,135000.00,13500.00,0.00,Female
30-33,6,"Technology ",Marketing manager,Bachelor's Degree,AUSTRALIA,136000.00,13600.00,0.00,Female
30-33,6,Manufacturing,Competitive Analysis Specialist,Master's Degree,USA,85488.00,14000.00,0.00,Female
30-33,6,Oil & Gas,Capital Asset Accounatnt,Bachelor's Degree,USA,85000.00,15000.00,0.00,Female
30-33,6,"Information Technology ",Chief of Staff,Bachelor's Degree,USA,100000.00,15000.00,0.00,Female
30-33,6,Graphic design,Graphic designer sr,Bachelor's Degree,USA,103000.00,15000.00,0.00,Female
30-33,6,N/A,"CPA -public accounting ",Bachelor's Degree,USA,112000.00,15000.00,0.00,Female
30-33,6,HR,"Director ",Bachelor's Degree,USA,115000.00,15000.00,0.00,Female
30-33,6,"Tech ",Program Manager,Bachelor's Degree,USA,134000.00,15000.00,0.00,Female
30-33,6,Brand Consulting,Senior Engagement Manager,Master's Degree,USA,160000.00,15000.00,0.00,Female
30-33,6,Tech,Consultant,Bachelor's Degree,USA,105000.00,15750.00,0.00,Female
30-33,6,Real Estate,Administrative Assistant to a Team/Agent,Bachelor's Degree,USA,31200.00,16000.00,0.00,Female
30-33,6,"Pharmaceuticals ",Quality Manager,Bachelor's Degree,USA,115000.00,16000.00,0.00,Female
30-33,6,"Consulting ",Senior Manager,Bachelor's Degree,USA,205000.00,16000.00,0.00,Female
30-33,6,N/A,N/A,Master's Degree,USA,108000.00,16200.00,0.00,Female
30-33,6,Management,"Store Manager ",Bachelor's Degree,USA,58000.00,17000.00,0.00,Female
30-33,6,"Tech ","Admin ",Master's Degree,USA,68000.00,18000.00,0.00,Female
30-33,6,Commercial Design,Program Manager,Bachelor's Degree,USA,95000.00,18000.00,0.00,Female
30-33,6,Finance,Procurement,Doctorate Degree,USA,98000.00,18000.00,0.00,Female
30-33,6,Tech,Policy Enforcement Manager,Master's Degree,USA,133000.00,19000.00,0.00,Female
30-33,6,"Management Consulting ",Account Manager,Bachelor's Degree,CANADA,90000.00,20000.00,0.00,Female
30-33,6,Healthcare Finance,Reimbursement Manager,Bachelor's Degree,USA,105000.00,20000.00,0.00,Female
30-33,6,"Recruitment ","Learning and development ",Bachelor's Degree,USA,105000.00,20000.00,0.00,Female
30-33,6,Pharma,Alliance Manager,Bachelor's Degree,USA,117000.00,20000.00,0.00,Female
30-33,6,Finance,Inside Sales Manager,Bachelor's Degree,USA,120000.00,20000.00,0.00,Female
30-33,6,Tech,"sr. Manager investor relations ",Bachelor's Degree,USA,125000.00,20000.00,0.00,Female
30-33,6,Tech,"Software Engineer ",Master's Degree,USA,145000.00,20000.00,0.00,Female
30-33,6,"B2b big tech ","Product marketing manager ",Master's Degree,USA,145000.00,20000.00,0.00,Female
30-33,6,Property Management,"Property Manager ",Bachelor's Degree,USA,103000.00,20600.00,0.00,Female
30-33,6,Publishing Sales,Sales Manager,Master's Degree,USA,68000.00,21000.00,0.00,Female
30-33,6,Finance,Operations Manager,"Some College credit, no degree",USA,150000.00,21000.00,0.00,Female
30-33,6,"Healthcare ","Program Manager ",Master's Degree,USA,128500.00,23000.00,0.00,Female
30-33,6,"Internet Publishing ",Senior Product Manager,Master's Degree,USA,120000.00,24000.00,0.00,Female
30-33,6,Retail,"General manager ","Some College credit, no degree",USA,80000.00,24000.00,0.00,Female
30-33,6,Construction,General Manager,Bachelor's Degree,USA,100000.00,25000.00,0.00,Female
30-33,6,Food,Director of Human Resources,Master's Degree,USA,121000.00,25000.00,0.00,Female
30-33,6,"Software ",Renewals Account Manager,"Some College credit, no degree",USA,125000.00,25000.00,0.00,Female
30-33,6,Pharmacy,"Clinical pharmacist ",Doctorate Degree,USA,140000.00,25000.00,0.00,Female
30-33,6,Tech,Director of CUSAtomer Success,Bachelor's Degree,USA,160000.00,25000.00,0.00,Female
30-33,6,Corporate retail,"Director ",Bachelor's Degree,USA,180000.00,25000.00,0.00,Female
30-33,6,Legal,Attorney - Partner,Professional Degree,USA,200000.00,25000.00,0.00,Female
30-33,6,IndUSAtrial sales,General manager,Bachelor's Degree,USA,48000.00,30000.00,0.00,Female
30-33,6,Pharmaceutical and Biotech,Senior Clinical Data Manager,Master's Degree,USA,150000.00,30000.00,0.00,Female
30-33,6,Financial Services,VP,Bachelor's Degree,USA,150000.00,30000.00,0.00,Female
30-33,6,Staffing,"Recruiter ",Bachelor's Degree,USA,61000.00,35000.00,0.00,Female
30-33,6,Healthcare,"Program Manager, Treasury",Master's Degree,USA,115000.00,35000.00,0.00,Female
30-33,6,"Financial ","Director ",Master's Degree,USA,180000.00,35000.00,0.00,Female
30-33,6,Software,Senior Software Engineer,Bachelor's Degree,USA,192000.00,35000.00,0.00,Female
30-33,6,Tech,Data Science Manager,Master's Degree,USA,190000.00,38000.00,0.00,Female
30-33,6,Financial services,"Attorney ",Professional Degree,USA,190000.00,39000.00,0.00,Female
30-33,6,B2B Sales,"Senior Account Manager ","Some College credit, no degree",USA,65000.00,40000.00,0.00,Female
30-33,6,Finance,Loan Officer Assistant,Bachelor's Degree,USA,70000.00,40000.00,0.00,Female
30-33,6,Design,Kitchen Designer,Master's Degree,USA,91000.00,40000.00,0.00,Female
30-33,6,Fintech,"Senior Director, Product Management",Bachelor's Degree,USA,205215.00,40000.00,0.00,Female
30-33,6,Pharma,Senior Manager,Master's Degree,USA,155000.00,40000.00,0.00,Female
30-33,6,"Automotive ",General Manager,"Some College credit, no degree",USA,200000.00,45000.00,0.00,Female
30-33,6,Real Estate,Sales Support,Bachelor's Degree,USA,75000.00,48000.00,0.00,Female
30-33,6,IT,Senior Recruiter,Bachelor's Degree,USA,85000.00,55000.00,0.00,Female
30-33,6,Tech sales,Account Director,Bachelor's Degree,USA,85000.00,55000.00,0.00,Female
30-33,6,Technology,Channel partner manager,Master's Degree,CANADA,80000.00,70000.00,0.00,Female
30-33,6,"Marketing ",VP of Paid Search,Bachelor's Degree,USA,90000.00,70000.00,0.00,Female
30-33,6,"Online Advertising ",VP of Publisher Relations,Master's Degree,USA,100000.00,75000.00,0.00,Female
30-33,6,Legal,Associate,Doctorate Degree,USA,330000.00,80000.00,0.00,Female
30-33,6,Medical Device Sales,Territory Manager,Bachelor's Degree,USA,100000.00,100000.00,0.00,Female
30-33,6,AdTech,Director,Bachelor's Degree,USA,150000.00,100000.00,0.00,Female
30-33,6,HigherEducation,Wellness(Mentalhealththerapist),MastersDegree,USA,32000.00,0.00,0.00,Male
30-33,6,Information Technology,IT Technician,Bachelor's Degree,USA,39500.00,0.00,0.00,Male
30-33,6,"Nonprofit ",Development Manager,Bachelor's Degree,USA,45000.00,0.00,0.00,Male
30-33,6,"Telecommunication ",Analyst,Bachelor's Degree,USA,56000.00,0.00,0.00,Male
30-33,6,IT,IT Support Specialist,"Some College credit, no degree",USA,57000.00,0.00,0.00,Male
30-33,6,College Athletics,Assistant AD,Master's Degree,USA,58000.00,0.00,0.00,Male
30-33,6,Healthcare,Creative strategist,Bachelor's Degree,USA,58500.00,0.00,0.00,Male
30-33,6,Cable,Sales associate,Bachelor's Degree,USA,60000.00,0.00,0.00,Male
30-33,6,Transportation,GEB,Bachelor's Degree,USA,65000.00,0.00,0.00,Male
30-33,6,Public Health,Epidemiologist,Master's Degree,USA,70000.00,0.00,0.00,Male
30-33,6,SaaS,Senior Marketing Manager,Bachelor's Degree,USA,70000.00,0.00,0.00,Male
30-33,6,"Finance ","Assistant manager ",Bachelor's Degree,AUSTRALIA,75000.00,0.00,0.00,Male
30-33,6,Restaurant,GL account and Financial reporting analyst,Master's Degree,USA,75000.00,0.00,0.00,Male
30-33,6,Market research,Senior research executive,Master's Degree,SWITZERLAND,78000.00,0.00,0.00,Male
30-33,6,"Architecture ","Technologist ",Bachelor's Degree,CANADA,80000.00,0.00,0.00,Male
30-33,6,Financial Services,"Sales Operations Analyst ",Bachelor's Degree,USA,80000.00,0.00,0.00,Male
30-33,6,Healthcare,Health & Safety advisor,Master's Degree,CANADA,82000.00,0.00,0.00,Male
30-33,6,Healthcare,"Physician, Fellow",Doctorate Degree,USA,84000.00,0.00,0.00,Male
30-33,6,N/A,N/A,N/a,USA,85000.00,0.00,0.00,Male
30-33,6,Healthcare,Physical therapist,Doctorate Degree,USA,86000.00,0.00,0.00,Male
30-33,6,Health Services,Program Manager,Master's Degree,USA,86000.00,0.00,0.00,Male
30-33,6,Fintec,"Senior Software Engineer ",Bachelor's Degree,GERMANY,88000.00,0.00,0.00,Male
30-33,6,Entertainment,Director,Bachelor's Degree,USA,90000.00,0.00,0.00,Male
30-33,6,Healthcare it,Data analyst 2,Bachelor's Degree,USA,90000.00,0.00,0.00,Male
30-33,6,"Cybersecurity ",Cybersecurity Tech Spec,Bachelor's Degree,USA,90000.00,0.00,0.00,Male
30-33,6,"Insurance ","Catastrophic Claims AdjUSAtor ",Bachelor's Degree,USA,92500.00,0.00,0.00,Male
30-33,6,Law,N/A,Professional Degree,USA,94000.00,0.00,0.00,Male
30-33,6,"Transportation ",Revenue Management Analyst,Bachelor's Degree,USA,95000.00,0.00,0.00,Male
30-33,6,Government,Project Manager,Bachelor's Degree,CANADA,100000.00,0.00,0.00,Male
30-33,6,Aviation,Aircraft Technician,"Some College credit, no degree",USA,104000.00,0.00,0.00,Male
30-33,6,Fashion,Senior Financial Analyst,Bachelor's Degree,USA,105000.00,0.00,0.00,Male
30-33,6,Advertising,Producer,Bachelor's Degree,USA,115000.00,0.00,0.00,Male
30-33,6,Engineer,N/A,Bachelor's Degree,USA,115000.00,0.00,0.00,Male
30-33,6,Tech,Sr. Marketing Manager,Bachelor's Degree,USA,135000.00,0.00,0.00,Male
30-33,6,Tech,Sr QA Engineer,"High School Graduate, Diploma or the equivalent (e",USA,145000.00,0.00,0.00,Male
30-33,6,Tech,Product Manager,Master's Degree,USA,145000.00,0.00,0.00,Male
30-33,6,Health IT,"Project manager ",Master's Degree,USA,148500.00,0.00,0.00,Male
30-33,6,Tech,VP of Engineering,Bachelor's Degree,USA,155000.00,0.00,0.00,Male
30-33,6,Electric Vehicles,Sr. mechanical engineer,Master's Degree,USA,166000.00,0.00,0.00,Male
30-33,6,Marketing,Director,Bachelor's Degree,USA,170000.00,0.00,0.00,Male
30-33,6,Tech,Software Engineer,Bachelor's Degree,USA,176000.00,0.00,0.00,Male
30-33,6,Crypto,Sr software engineer,Bachelor's Degree,USA,200000.00,0.00,0.00,Male
30-33,6,Consulting,Data Analyst,Bachelor's Degree,USA,200000.00,0.00,0.00,Male
30-33,6,Tech,Recruiter,Bachelor's Degree,USA,200000.00,0.00,0.00,Male
30-33,6,Real Estate,Mortgage Loan Officer,"Some College credit, no degree",USA,400000.00,0.00,0.00,Male
30-33,6,Healthcare finance,"Financial analyst ",Master's Degree,USA,850000.00,0.00,0.00,Male
30-33,6,"Web development ","Freelance Senior PHP Developer ",Bachelor's Degree,USA,NULL,0.00,0.00,Male
30-33,6,"Information Technology ",Desktop Technician III,"Some College credit, no degree",USA,53000.00,0.00,0.00,Male
30-33,6,Architecture,Architectural Assistant Part 2,Master's Degree,USA,30000.00,0.00,0.00,Male
30-33,6,Software,"Software engineer ",Master's Degree,USA,180000.00,0.08,0.00,Male
30-33,6,"Engineering ","BUSAiness Development Manager ",Master's Degree,USA,125000.00,0.18,0.00,Male
30-33,6,Hospitality,Finance Analyst,Master's Degree,USA,60000.00,500.00,0.00,Male
30-33,6,Aerospace,Material Planner,Bachelor's Degree,USA,67000.00,900.00,0.00,Male
30-33,6,Logistics,Transportation Specialist,"Some College credit, no degree",USA,51000.00,1500.00,0.00,Male
30-33,6,Government,IT Specialist,Bachelor's Degree,USA,91000.00,2000.00,0.00,Male
30-33,6,"E-commerce ",Finance Manager,Bachelor's Degree,GERMANY,57000.00,2500.00,0.00,Male
30-33,6,Auto,"Chemical engineer ",Bachelor's Degree,USA,89000.00,3000.00,0.00,Male
30-33,6,Consumer electronics,Application engineer,Master's Degree,USA,98000.00,3000.00,0.00,Male
30-33,6,Technology/ IT,Network Architect,Bachelor's Degree,USA,80000.00,3000.00,0.00,Male
30-33,6,IT,Senior BUSAiness Analyst,Bachelor's Degree,USA,78500.00,3925.00,0.00,Male
30-33,6,Mechanic,"Field Service Technician ","High School Graduate, Diploma or the equivalent (e",USA,60000.00,4000.00,0.00,Male
30-33,6,Finance,Tech Delivery,Bachelor's Degree,USA,117000.00,4000.00,0.00,Male
30-33,6,Rail,Project Controls Manager,Bachelor's Degree,USA,130000.00,4000.00,0.00,Male
30-33,6,Hospitality,general manager,Bachelor's Degree,USA,65000.00,5000.00,0.00,Male
30-33,6,Telecom,Account manager,Bachelor's Degree,USA,70000.00,5000.00,0.00,Male
30-33,6,Aerospace,Workscope Analyst,Bachelor's Degree,USA,72000.00,5000.00,0.00,Male
30-33,6,Sales,Account Executive,Bachelor's Degree,USA,78000.00,5000.00,0.00,Male
30-33,6,Finance,Regulatory reporting,Master's Degree,USA,78000.00,5000.00,0.00,Male
30-33,6,Construction,Project Manager,Bachelor's Degree,USA,85000.00,5000.00,0.00,Male
30-33,6,Finance,Senior Associate,Master's Degree,USA,90000.00,5000.00,0.00,Male
30-33,6,CPG,Product Analyst,Bachelor's Degree,USA,110000.00,5000.00,0.00,Male
30-33,6,Pharmacy,Pharmacist,Doctorate Degree,USA,140100.00,5000.00,0.00,Male
30-33,6,Finance,Client Relationship Administrador,Bachelor's Degree,USA,68000.00,5300.00,0.00,Male
30-33,6,Tech,Accountant,Bachelor's Degree,CANADA,55000.00,5500.00,0.00,Male
30-33,6,Legal,"Compliance Advisor ",Associate Degree,USA,67000.00,6000.00,0.00,Male
30-33,6,Healthcare Diagnostic Manufacturer,System Architect,Bachelor's Degree,USA,70050.00,7000.00,0.00,Male
30-33,6,Marketing,Sr. Digital Marketing Specialist,Bachelor's Degree,CANADA,70000.00,7000.00,0.00,Male
30-33,6,Gaming / Tech,Executive Assistant,Bachelor's Degree,USA,80000.00,8000.00,0.00,Male
30-33,6,Technology,Senior Analyst,Professional Degree,USA,87000.00,9000.00,0.00,Male
30-33,6,Marketing,Director of Product,Master's Degree,USA,100000.00,10000.00,0.00,Male
30-33,6,Accounting & Finance,Internal Audit Manager,Master's Degree,USA,143000.00,10000.00,0.00,Male
30-33,6,Finance,Associate,Master's Degree,USA,200000.00,10000.00,0.00,Male
30-33,6,Construction,"Area Superintendent ",Bachelor's Degree,USA,89000.00,11000.00,0.00,Male
30-33,6,Finance,Sr. Financial Analyst,Bachelor's Degree,USA,105000.00,11500.00,0.00,Male
30-33,6,Operations,Consultant,Associate Degree,USA,69000.00,12000.00,0.00,Male
30-33,6,N/A,Supervisor corporate reporting,Master's Degree,USA,92000.00,12000.00,0.00,Male
30-33,6,Plumbing,COO,Master's Degree,USA,136000.00,12000.00,0.00,Male
30-33,6,"CUSAtomer service ","Manager, Global Care",Bachelor's Degree,USA,83000.00,13000.00,0.00,Male
30-33,6,Cyber security,"CUSAtomer marketing manager ",Bachelor's Degree,USA,142000.00,14000.00,0.00,Male
30-33,6,Advertising,Television Network Manager (Sales),Bachelor's Degree,USA,75000.00,15000.00,0.00,Male
30-33,6,Accounting,Tax Manager,Master's Degree,USA,105000.00,15000.00,0.00,Male
30-33,6,Legal,Patent Agent,Doctorate Degree,USA,170000.00,15000.00,0.00,Male
30-33,6,Oil and Gas,Contract Analyst,Bachelor's Degree,USA,135000.00,18000.00,0.00,Male
30-33,6,Med Sales,"Sales Manager ",Bachelor's Degree,USA,140000.00,20000.00,0.00,Male
30-33,6,Biotech,"Project Manager ",Bachelor's Degree,USA,140000.00,20000.00,0.00,Male
30-33,6,FinTech,Product Manager,Bachelor's Degree,USA,140000.00,21000.00,0.00,Male
30-33,6,Finance,IT Desktop Engineer,"Some College credit, no degree",USA,100000.00,22000.00,0.00,Male
30-33,6,Real Estate,Associate,Bachelor's Degree,USA,110000.00,22000.00,0.00,Male
30-33,6,Media,Analyst,Bachelor's Degree,USA,110000.00,25000.00,0.00,Male
30-33,6,Biotech,Scientist II,Master's Degree,USA,128000.00,25000.00,0.00,Male
30-33,6,Investment Banking,"Associate ",Master's Degree,CANADA,115000.00,30000.00,0.00,Male
30-33,6,Grocery retail,Store Leader,Bachelor's Degree,USA,120000.00,30000.00,0.00,Male
30-33,6,Insurance,AVP,Master's Degree,USA,170000.00,30000.00,0.00,Male
30-33,6,Engineering,Engineering Manager,Bachelor's Degree,USA,170000.00,30000.00,0.00,Male
30-33,6,Marketing,"Client solutions manager ",Bachelor's Degree,USA,80000.00,35000.00,0.00,Male
30-33,6,Finance,Associate,Master's Degree,USA,135000.00,35000.00,0.00,Male
30-33,6,FinTech,Social Media Manager,Bachelor's Degree,MEXICO,348000.00,47000.00,0.00,Male
30-33,6,Marketing / Sales,Solutions Engineer,Bachelor's Degree,USA,126000.00,54000.00,0.00,Male
30-33,6,Tech,Account Executive,Bachelor's Degree,USA,65000.00,60000.00,0.00,Male
30-33,6,Software sales,Mid market account executive,Bachelor's Degree,USA,80000.00,80000.00,0.00,Male
30-33,6,Data,"Senior account executive ",Bachelor's Degree,USA,65000.00,85000.00,0.00,Male
30-33,6,Technology,BUSAiness Development Manager,Bachelor's Degree,USA,75000.00,100000.00,0.00,Male
30-33,6,"Renewables ","Manager ",Bachelor's Degree,USA,167000.00,100000.00,0.00,Male
30-33,6,Information Technology,Director of Sales,Bachelor's Degree,USA,110000.00,110000.00,0.00,Male
30-33,6,"Tech sales ",Enterprise Account Executive,Bachelor's Degree,USA,100000.00,115000.00,0.00,Male
30-33,6,Technical Solutions,Senior Project Controller,Bachelor's Degree,USA,80000.00,0.00,0.00,Non-Binary
30-33,6,Landscape Architecture,Landscape Architect,Master's Degree,USA,43200.00,1500.00,0.00,Prefer Not
30-33,6,Finance,"Investment education consultant ",Bachelor's Degree,USA,82500.00,20500.00,0.00,Prefer Not
30-33,6,Advertising,Digital media specialist,Bachelor's Degree,USA,80000.00,0.00,0.00,Prefer Not
30-33,6,Crypto,EA,Bachelor's Degree,USA,100000.00,0.10,0.00,Prefer Not
30-33,6,Healthcare,Senior Project Manager,Master's Degree,USA,102000.00,2500.00,0.00,Prefer Not
30-33,6,"Real estate ","Area Sales Manager ",Bachelor's Degree,USA,65000.00,16000.00,0.00,Prefer Not
30-33,6,"Event production ","Senior sales manager ",Bachelor's Degree,USA,62000.00,30000.00,0.00,Prefer Not
30-33,7,Academia,PhD Student,Master's Degree,USA,21000.00,0.00,0.00,Female
30-33,7,Retail,Assistant manager,"Trade, Technical, Vocational Training",USA,23000.00,0.00,0.00,Female
30-33,7,Local Governmenr,Governance Assistant,Bachelor's Degree,SCOTLAND,24728.00,0.00,0.00,Female
30-33,7,"Law enforcement ",N/A,Bachelor's Degree,USA,31000.00,0.00,0.00,Female
30-33,7,"Health care ","Patient care representative ",Bachelor's Degree,USA,34000.00,0.00,0.00,Female
30-33,7,Cosmetology,Instructor,"Trade, Technical, Vocational Training",USA,34000.00,0.00,0.00,Female
30-33,7,Education,Teacher,Bachelor's Degree,USA,37000.00,0.00,0.00,Female
30-33,7,Engineering,Reprographics Specialist,"Some College credit, no degree",USA,37960.00,0.00,0.00,Female
30-33,7,"Finance ","Corp exec ",Bachelor's Degree,"IRELAND ",39000.00,0.00,0.00,Female
30-33,7,"Healthcare ","Case Manager ",Bachelor's Degree,USA,39520.00,0.00,0.00,Female
30-33,7,Banking,Instructional Designer,Bachelor's Degree,USA,40000.00,0.00,0.00,Female
30-33,7,"Education ","Kindergarten teacher ",Master's Degree,USA,40000.00,0.00,0.00,Female
30-33,7,Healthcare,"Medical Translator ",Master's Degree,USA,40000.00,0.00,0.00,Female
30-33,7,Non-Profit,Development Coordinator,Bachelor's Degree,USA,40400.00,0.00,0.00,Female
30-33,7,"Plasma ","Operations Supervisor ","Some College credit, no degree",USA,40506.00,0.00,0.00,Female
30-33,7,Veterinary,"Registered Veterinary Technologist ",Bachelor's Degree,USA,42000.00,0.00,0.00,Female
30-33,7,Hospitality,Assistant FOH Manager,"Some College credit, no degree",CANADA,42500.00,0.00,0.00,Female
30-33,7,Nonprofit marketing,"Head of marketing and communication ",Bachelor's Degree,USA,42700.00,0.00,0.00,Female
30-33,7,"Public service - municipal government ",Grant Program Manager,Bachelor's Degree,USA,43700.00,0.00,0.00,Female
30-33,7,"Health Sciences ","Clinical Research Administration ",Master's Degree,CANADA,45000.00,0.00,0.00,Female
30-33,7,Education,Teacher,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
30-33,7,Non-profit,Donor relations coordinator,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
30-33,7,"Teacher ",Teacher,Master's Degree,USA,45000.00,0.00,0.00,Female
30-33,7,"Healthcare ","Administrative assistant ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
30-33,7,Higher Education,Administrative Coordinator,Master's Degree,USA,46800.00,0.00,0.00,Female
30-33,7,Logistics,Forwarder,"High School Graduate, Diploma or the equivalent (e",USA,46900.00,0.00,0.00,Female
30-33,7,"Healthcare ","Activities Director ","Some High School, No Diploma",USA,47000.00,0.00,0.00,Female
30-33,7,Property Management,Property Manager,"High School Graduate, Diploma or the equivalent (e",USA,47480.00,0.00,0.00,Female
30-33,7,Optical,Optician,Bachelor's Degree,USA,47840.00,0.00,0.00,Female
30-33,7,"Higher Education ",Program Coordinator,Bachelor's Degree,USA,48000.00,0.00,0.00,Female
30-33,7,Public Education,Gen Ed Teacher,Bachelor's Degree,USA,48000.00,0.00,0.00,Female
30-33,7,"Higher Education ","Executive Assistant ",Bachelor's Degree,USA,48600.00,0.00,0.00,Female
30-33,7,Real estate,Marketing,Bachelor's Degree,USA,49000.00,0.00,0.00,Female
30-33,7,Education,History Department Chair,Master's Degree,USA,49500.00,0.00,0.00,Female
30-33,7,"Insurance ",Financial Operations,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
30-33,7,Fashion,"Stylist ","Some College credit, no degree",USA,50000.00,0.00,0.00,Female
30-33,7,nonprofit,grants manager,Bachelor's Degree,USA,51000.00,0.00,0.00,Female
30-33,7,"Social work ",N/A,Master's Degree,USA,51000.00,0.00,0.00,Female
30-33,7,Manufacturing,"Accountant ",Bachelor's Degree,USA,51500.00,0.00,0.00,Female
30-33,7,"Social/public service ","Contract Compliance ",Master's Degree,USA,52000.00,0.00,0.00,Female
30-33,7,Higher Education,Accounting Associate Manager,Bachelor's Degree,USA,52414.00,0.00,0.00,Female
30-33,7,Non profit,Marketing Event Specialist,Master's Degree,USA,53000.00,0.00,0.00,Female
30-33,7,Higher Education,"Director of Assessment ",Master's Degree,USA,54000.00,0.00,0.00,Female
30-33,7,Education,Teacher,Master's Degree,USA,54000.00,0.00,0.00,Female
30-33,7,"Non profit ","Team lead marketing communications ",Bachelor's Degree,CANADA,55000.00,0.00,0.00,Female
30-33,7,Tech,"Onboarding specialist ",Bachelor's Degree,USA,55000.00,0.00,0.00,Female
30-33,7,Tech,Marketing Specialist,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
30-33,7,Events/Social Media,Community Manager,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
30-33,7,Airline,"Cargo operations analyst ",Bachelor's Degree,USA,55000.00,0.00,0.00,Female
30-33,7,"Nonprofit ","Public Policy Manager ",Master's Degree,USA,55000.00,0.00,0.00,Female
30-33,7,Finance,"LMS Administrator ","Some College credit, no degree",USA,55000.00,0.00,0.00,Female
30-33,7,N/A,Recreation therapy,Bachelor's Degree,USA,55000.00,0.00,0.00,Female
30-33,7,"Hospitality ",Assistant Director,"Some College credit, no degree",USA,55000.00,0.00,0.00,Female
30-33,7,"Education ","Teacher (pe/health/health science) ",Master's Degree,USA,55580.00,0.00,0.00,Female
30-33,7,"Health care ","Perinatal tech ",Bachelor's Degree,USA,57000.00,0.00,0.00,Female
30-33,7,Education,Staff Accountant,Bachelor's Degree,USA,57000.00,0.00,0.00,Female
30-33,7,Education consulting,Project manager,Master's Degree,USA,57000.00,0.00,0.00,Female
30-33,7,"Hospitality ","Office administrator, logistics & cUSAtomer relati",Associate Degree,USA,57000.00,0.00,0.00,Female
30-33,7,"Emergency notification software ",Software Trainer II,Bachelor's Degree,USA,57600.00,0.00,0.00,Female
30-33,7,"Pharmacy ","Pharmacy audit analyst ","Some College credit, no degree",USA,58000.00,0.00,0.00,Female
30-33,7,"Event management ","Event HoUSAing Coordinator ",Master's Degree,USA,58000.00,0.00,0.00,Female
30-33,7,Healthcare - long term care,HR Generalist,"Some College credit, no degree",USA,58337.00,0.00,0.00,Female
30-33,7,Legal,"Paralegal ","Some High School, No Diploma",USA,58500.00,0.00,0.00,Female
30-33,7,Social work,Social worker,Bachelor's Degree,USA,59000.00,0.00,0.00,Female
30-33,7,Medical,Registered Nurse,Associate Degree,USA,59000.00,0.00,0.00,Female
