Age Range,Years of Experience,Industry,Job Title,Highest Level of Education Received,Country,Annual Salary,Annual Bonus,Signon Bonus,Gender
18-21,3,"Food Service ","Content creator ",Bachelor's Degree,USA,350000.00,0.00,0.00,Male
18-21,3,"Food Service ",Site supervisor,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,70000.00,0.00,0.00,Male
18-21,3,"Food Service ",Front end manager,No Schooling Completed,USA,27500.00,250.00,0.00,Female
18-21,1,"Food Service ",Manager,"High School Graduate, Diploma or the equivalent (e",USA,20000.00,0.00,0.00,Female
18-21,1,"Food Service ",Captain-shift leader,"Some College credit, no degree",USA,20000.00,0.00,0.00,Female
18-21,3,"Food Service ","Barista ","Some College credit, no degree",USA,21000.00,0.00,0.00,Female
18-21,4,"Food Service ",Waitress,"Some College credit, no degree",USA,26000.00,0.00,0.00,Female
18-21,1,"Food Service ",Waitress,"Some College credit, no degree",USA,30000.00,0.00,0.00,Female
18-21,3,"Food Service ",Barista,Bachelor's Degree,USA,31000.00,0.00,0.00,Female
18-21,2,"Food Service ",Server,Bachelor's Degree,USA,75000.00,0.00,0.00,Female
18-21,6,"Food Service ",n/a,Associate Degree,USA,15000.00,0.00,0.00,Female
18-21,4,"Food Service ",Team Lead,Bachelor's Degree,USA,30160.00,0.00,0.00,Female
18-21,2,"Food Service ",Crew Member,Associate Degree,USA,108000.00,100.00,0.00,Female
18-21,3,"Food Service ",Manager,"Some College credit, no degree",USA,42000.00,12000.00,0.00,Female
18-21,1,"Food Service ",Team Lead,"High School Graduate, Diploma or the equivalent (e",USA,33280.00,0.00,0.00,Male
18-21,1,"Food Service ",CUSAtomer service/general employee ??,Associate Degree,USA,36000.00,0.00,0.00,Prefer Not
18-21,4,"Food Service ",Senior Associate Manager,"Some College credit, no degree",USA,60000.00,16000.00,2100.00,Male
18-21,3,"Food Service ",Barista,No Schooling Completed,USA,37440.00,0.00,0.00,Female
18-21,4,"Food Service ",Cashier,"Some College credit, no degree",USA,12000.00,0.00,0.00,Female
18-21,1,"Food Service ","Waitress ","High School Graduate, Diploma or the equivalent (e",USA,15000.00,0.00,0.00,Female
18-21,2,"Food Service ","Associate ","High School Graduate, Diploma or the equivalent (e",USA,26000.00,0.00,0.00,Female
18-21,2,"Food Service ","Starbucks Barista ","Some College credit, no degree",USA,37169.60,0.00,0.00,Female
18-21,4,"Food Service ","General Manager ","Some College credit, no degree",USA,55000.00,0.00,0.00,Female
18-21,2,"Food Service ","Barista ","Some College credit, no degree",USA,22200.00,0.00,0.00,Male
18-21,4,"Food Service ",Server,"Some College credit, no degree",USA,45000.00,0.00,0.00,Male
18-21,1,"Food Service ","Food Runner ","Some High School, No Diploma",USA,24000.00,500.00,0.00,Male
18-21,3,"Food Service ","Assistant Manager ","Some College credit, no degree",USA,43680.00,0.00,0.00,Female
18-21,1,"Food Service ","crew member ",No Schooling Completed,USA,22080.00,0.00,0.00,Male
18-21,2,"Food Service ","Order selector ","High School Graduate, Diploma or the equivalent (e",USA,60000.00,0.00,0.00,Male
18-21,1,"Food Service ",BUSAser/runner,"High School Graduate, Diploma or the equivalent (e",USA,35000.00,0.00,0.00,Female
18-21,1,"Food Service ",Waitress,"HighSchoolGraduate,Diplomaortheequivalent(e.g.GED)",CANADA,78000.00,0.00,0.00,Female
18-21,3,"Food Service ","Head of creative operations ",Bachelor's Degree,USA,250000.00,80000.00,0.00,Female
18-21,1,"Framing Construction ",Framer/Laborer,"Some High School, No Diploma",USA,36000.00,0.00,0.00,Male
18-21,1,Freight and Shipping,"Sales Enablement Specialist ",Bachelor's Degree,USA,55000.00,0.00,5000.00,Female
18-21,5,"Fulfillment ",Prime Now Shopper,"High School Graduate, Diploma or the equivalent (e",USA,12000.00,0.00,0.00,Female
18-21,1,"Furnature ","Sales Associate  ","Some College credit, no degree",USA,15000.00,1000.00,0.00,Female
18-21,1,Gambling,Gambler,"High School Graduate, Diploma or the equivalent (e",USA,350000.00,200000.00,0.00,Male
18-21,2,"Game Design ","Graphic Designer & Marketing ","Some College credit, no degree",USA,65000.00,0.00,0.00,Non-Binary
18-21,3,"Gaming ",Streamer,No Schooling Completed,USA,490000.00,100000.00,50000.00,Male
18-21,1,Gardening Services,"Owner ","Some College credit, no degree",AUSTRALIA,160000.00,0.00,0.00,Male
18-21,2,Gas Distribution,Project Employee - ISC,"High School Graduate, Diploma or the equivalent (e",USA,40289.00,1813.00,0.00,Male
18-21,3,"General contractor ",Estimator,Associate Degree,USA,28800.00,200.00,0.00,Female
18-21,2,German Federal Pension Insurance,Public administration specialist (dual studies),"High School Graduate, Diploma or the equivalent (e",GERMANY,18000.00,1000.00,0.00,Female
18-21,1,Gig Job,Shopper,"Some College credit, no degree",USA,19800.00,0.00,0.00,Female
18-21,2,Golf,Teaching Pro,"High School Graduate, Diploma or the equivalent (e",USA,100000.00,0.00,0.00,Female
18-21,4,Golf,Caddy,N/a,USA,38000.00,100.00,0.00,Male
18-21,5,GolfIndustry,ProShopAssociate,"SomeCollegecredit,nodegree",CANADA,64000.00,0.00,0.00,Male
18-21,1,Government,Apprentice Economist,"Some College credit, no degree",ENGLAND,24500.00,0.00,0.00,Female
18-21,4,Government,Special Assistant,Bachelor's Degree,CANADA,60000.00,0.00,0.00,Female
18-21,1,Government,Deputy Chief of Operations,"Some High School, No Diploma",USA,47059.00,0.00,0.00,Male
18-21,2,Government,Service Officer,Bachelor's Degree,AUSTRALIA,76900.00,0.00,0.00,Non-Binary
18-21,1,"Government ",Cyber Security Intern,Bachelor's Degree,USA,32640.00,0.00,0.00,Female
18-21,2,"Government ","Budget Analyst ",Bachelor's Degree,USA,45000.00,0.00,0.00,Female
18-21,1,"Government ",Case Officer,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,90000.00,0.00,0.00,Male
18-21,1,Government Affairs,Legislative Assistant,Bachelor's Degree,USA,38000.00,0.00,0.00,Female
18-21,1,Government contracting,"Financial analyst ",Bachelor's Degree,USA,70000.00,0.00,3000.00,Female
18-21,3,Government relations/legal,"Legal Assistant ","Some College credit, no degree",USA,32168.00,0.00,0.00,Male
18-21,1,Government Security,Facility Security Officer,Bachelor's Degree,USA,95000.00,0.00,0.00,Female
18-21,1,Graphic Design,"Junior Designer ",Bachelor's Degree,NEW ZEALAND,45000.00,0.00,0.00,Female
18-21,4,Graphic Design/Marketing,Graphic Designer,"Some College credit, no degree",USA,65000.00,0.00,0.00,Male
18-21,3,Grocery,Pickup Manager,"Some College credit, no degree",USA,36000.00,0.00,0.00,Male
18-21,1,Grocery,Cashier,Associate Degree,USA,10000.00,0.00,0.00,Prefer Not
18-21,2,Grocery,"Manager/ cashier ",Bachelor's Degree,USA,14400.00,0.00,0.00,Female
18-21,2,Grocery,Produce Clerk,"High School Graduate, Diploma or the equivalent (e",CANADA,30000.00,150.00,0.00,Male
18-21,3,"Grocery ",Trader Joe’s Crew Member,"Some College credit, no degree",USA,40000.00,0.00,0.00,Female
18-21,5,"Grocery ","Associate ","Some College credit, no degree",USA,32000.00,0.00,0.00,Male
18-21,3,"Grocery ",Store Operations Intern,"Some College credit, no degree",USA,25000.00,0.00,0.00,Female
18-21,1,"Grocery ","Cashier ","Some College credit, no degree",USA,21000.00,700.00,0.00,Female
18-21,1,"Gymnastics ",Gymnastics coach,"High School Graduate, Diploma or the equivalent (e",USA,81120.00,0.00,0.00,Female
18-21,1,"Hardware ",Sales Assistant / Project Manager,Bachelor's Degree,USA,55000.00,3000.00,1500.00,Female
18-21,1,HCM/Payroll,"Tax Specialist ",Bachelor's Degree,USA,49000.00,1500.00,0.00,Female
18-21,1,Health Care,Registered Nurse,Bachelor's Degree,AUSTRALIA,89000.00,0.00,0.00,Female
18-21,2,Health Care,Physician Certifier (ins pre auth),"Some College credit, no degree",USA,32640.00,300.00,0.00,Female
18-21,4,Health Care,"ABA therapist ",Associate Degree,USA,64000.00,0.00,0.00,Female
18-21,2,Health Care,Health Fitness Specialist,Master's Degree,USA,44000.00,0.00,0.00,Male
18-21,1,Health Care,Facility Operations Team Member,Bachelor's Degree,USA,24960.00,0.00,0.00,Male
18-21,1,Health Care,"Personal assistant ","Some College credit, no degree",USA,21600.00,0.00,0.00,Female
18-21,2,Health Care,Postpartum Doula,"Some College credit, no degree",USA,40000.00,0.00,0.00,Female
18-21,1,Health Care,Clinical Technician (or certified nursing assistan,"High School Graduate, Diploma or the equivalent (e",USA,43680.00,0.00,0.00,Female
18-21,3,Health care,"Registered Behavioral Therapist ",Bachelor's Degree,USA,46000.00,100.00,700.00,Female
18-21,1,Health Care,"Patient Care Technician ",Bachelor's Degree,USA,22000.00,0.00,0.00,Female
18-21,1,Health care,"Dental assistant ","Trade, Technical, Vocational Training",USA,30000.00,0.00,0.00,Female
18-21,1,Health care,CNA,"High School Graduate, Diploma or the equivalent (e",USA,35000.00,0.00,0.00,Female
18-21,1,Health Care,"Behavior Specialist ","Some College credit, no degree",USA,43680.00,0.00,0.00,Female
18-21,2,Health care,Support contact,"Some College credit, no degree",NORWAY,60000.00,0.00,0.00,Female
18-21,1,Health care,COVID Contact Tracer,Bachelor's Degree,USA,68000.00,0.00,0.00,Female
18-21,1,Health Care,Graphic Designer,"Some College credit, no degree",USA,108000.00,0.00,0.00,Female
18-21,4,Health care,"Speech pathology assistant ",Bachelor's Degree,USA,37500.00,0.00,0.00,Female
18-21,1,Health Care,"Certified Nursing Assistant ","Some College credit, no degree",USA,15000.00,500.00,0.00,Female
18-21,1,Health care,Instructional therapist,"Some College credit, no degree",CANADA,125000.00,4000.00,0.00,Female
18-21,1,Health Care,RN,Associate Degree,USA,70200.00,5000.00,0.00,Female
18-21,1,Health Care,Clerk,Bachelor's Degree,CANADA,41600.00,0.00,0.00,Male
18-21,1,Health care,Medical Office assistant,"Some College credit, no degree",USA,25000.00,100.00,0.00,Male
18-21,4,"Health care ","STNA ","Some College credit, no degree",USA,31000.00,0.00,0.00,Female
18-21,3,"Health care ","Registrar ",Associate Degree,USA,56000.00,5000.00,0.00,Female
18-21,1,"Health care ","Residential assistant ","Some College credit, no degree",USA,26520.00,0.00,0.00,Female
18-21,5,"Health care ",Claims Analyst,Bachelor's Degree,USA,39000.00,500.00,0.00,Female
18-21,1,"Health care ","Risk Manager and Underwriter ",Bachelor's Degree,USA,60000.00,6000.00,5000.00,Female
18-21,1,"Health care ","Program Analyst ",Bachelor's Degree,USA,37000.00,0.00,0.00,Female
18-21,3,"Health care ","Associate Financial Analyst ",Bachelor's Degree,USA,56500.00,0.00,0.00,Female
18-21,1,"Health care ",Client Experience Associate,Bachelor's Degree,USA,57000.00,0.00,0.00,Female
18-21,1,"Health care ",Esthetician,ProfessionalDegree,USA,84000.00,0.00,0.00,Female
18-21,1,"Health care ",RN,Bachelor's Degree,USA,55000.00,1000.00,0.00,Female
18-21,2,"Health care ",Call center representative,"High School Graduate, Diploma or the equivalent (e",USA,17952.00,0.00,500.00,Female
18-21,2,"Health care ","registered behavioral technician ","Some College credit, no degree",USA,45000.00,0.00,500.00,Female
18-21,1,"Health care ",Physical therapist assistant,Associate Degree,USA,56000.00,0.00,3000.00,Female
18-21,3,"Health care ","General Manager ",Bachelor's Degree,USA,70000.00,3000.00,4000.00,Female
18-21,2,"Health care ",Orthosurgical CNA,"Trade, Technical, Vocational Training",USA,22500.00,0.00,10000.00,Female
18-21,1,"Health care ",Registered Nurse,Associate Degree,USA,65000.00,0.00,10000.00,Female
18-21,1,"Health care ",Physical Therapy Aide,Bachelor's Degree,USA,30000.00,0.00,0.00,Female
18-21,2,"Health care ",X-ray tech,Associate Degree,SPAIN,45000.00,0.00,0.00,Female
18-21,3,"Health care ","Senior Health Care Assistant ","High School Graduate, Diploma or the equivalent (e",USA,17514.00,0.00,0.00,Female
18-21,4,"Health care ",Pharmacy Technician,"High School Graduate, Diploma or the equivalent (e",USA,20500.00,0.00,0.00,Female
18-21,3,"Health care ",CNA,"Some College credit, no degree",USA,24000.00,0.00,0.00,Female
18-21,2,"Health care ",Optometric Assistant,"Some College credit, no degree",USA,25000.00,0.00,0.00,Female
18-21,1,"Health care ",CNA,"Some College credit, no degree",USA,26000.00,0.00,0.00,Female
18-21,1,"Health care ",Certified Nursing Assistant,Associate Degree,USA,30000.00,0.00,0.00,Female
18-21,1,"Health care ","Medical assistant ",Bachelor's Degree,USA,30000.00,0.00,0.00,Female
18-21,1,"Health care ",Medical scribe,"High School Graduate, Diploma or the equivalent (e",USA,30000.00,0.00,0.00,Female
18-21,2,"Health care ",Caregiver,"Some College credit, no degree",USA,30720.00,0.00,0.00,Female
18-21,1,"Health care ",Pharmacy Cashier,"High School Graduate, Diploma or the equivalent (e",USA,31200.00,0.00,0.00,Female
18-21,2,"Health care ","Registration ",Associate Degree,USA,31200.00,0.00,0.00,Female
18-21,4,"Health care ",Registration Access Specialist,"Some College credit, no degree",USA,34560.00,0.00,0.00,Female
18-21,1,"Health care ","Practice Coordinator ",Bachelor's Degree,USA,37000.00,0.00,0.00,Female
18-21,3,"Health care ",Certified Nursing Assistant,"Trade, Technical, Vocational Training",USA,40000.00,0.00,0.00,Female
18-21,3,"Health care ",HR Coordinator,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
18-21,3,"Health care ",HR Coordinator,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
18-21,1,"Health care ",Registered Nurse,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
18-21,1,"Health care ","Clinical Research Coordinator ",Bachelor's Degree,USA,53040.00,0.00,0.00,Female
18-21,1,"Health care ","CUSAtomer Success Consultant ",Bachelor's Degree,USA,60000.00,0.00,0.00,Female
18-21,1,"Health care ",N/A,Master's Degree,USA,60000.00,0.00,0.00,Female
18-21,1,"Health care ",Software Engineer,Bachelor's Degree,USA,66600.00,0.00,0.00,Female
18-21,4,"Health care ",Certified Pharmacy Technician,Associate Degree,USA,114400.00,0.00,0.00,Female
18-21,1,"Health care ",Clinical Nurse I,Bachelor's Degree,USA,159000.00,0.00,0.00,Female
18-21,3,"Health care ","Operations Supervisor ",Bachelor's Degree,USA,52000.00,0.00,0.00,Female
18-21,2,"Health care ",Certified Nursing Assistant,Associate Degree,USA,33300.00,200.00,0.00,Female
18-21,2,"Health care ",Service agent,"Some College credit, no degree",USA,41537.60,1500.00,0.00,Female
18-21,1,"Health care ",Registered Nurse,Bachelor's Degree,USA,110000.00,2000.00,0.00,Female
18-21,2,"Health care ",Personalcareattendant,"SomeCollegecredit,nodegree",CANADA,50000.00,3000.00,0.00,Female
18-21,2,"Health care ",Account Development Manager,Bachelor's Degree,USA,50000.00,3009.00,0.00,Female
18-21,1,"Health care ",Registered Nurse- Emergency Department,Bachelor's Degree,USA,43200.00,5000.00,0.00,Female
18-21,3,"Health care ","Patient Access Coordinator ",Bachelor's Degree,USA,29000.00,32000.00,0.00,Female
18-21,2,"Health care ",Health Care Assistant,"High School Graduate, Diploma or the equivalent (e",ENGLAND,15900.00,0.00,0.00,Male
18-21,1,"Health care ","Data Analyst ","High School Graduate, Diploma or the equivalent (e","SINGAPORE ",24000.00,0.00,0.00,Male
18-21,1,"Health care ",Emergency Medicine Medical Assistant,"Some College credit, no degree",USA,31200.00,0.00,0.00,Male
18-21,2,"Health care ",Emergency Medical Technician,"Some College credit, no degree",USA,37440.00,0.00,0.00,Male
18-21,3,"Health care ","Emergency Medical Technician ","Trade, Technical, Vocational Training",USA,42000.00,0.00,0.00,Male
18-21,1,"Health care ",Patient Transporter,"High School Graduate, Diploma or the equivalent (e",USA,36000.00,0.00,0.00,Male
18-21,1,"Health care ","Scheduling coordinator ",No Schooling Completed,USA,31720.00,100.00,0.00,Male
18-21,4,"Health care ",CNA,"High School Graduate, Diploma or the equivalent (e",USA,40000.00,1000.00,0.00,Male
18-21,4,"Health care ",Health Care Assistant,"Some College credit, no degree",USA,46000.00,1000.00,0.00,Male
18-21,1,"Health care ",Licensed Vocational Nurse,"Trade, Technical, Vocational Training",USA,52000.00,1500.00,0.00,Male
18-21,1,"Health care ",Scribe,"Some College credit, no degree",USA,20000.00,0.00,0.00,Non-Binary
18-21,3,"Health care ","Certified nursing assistant ",Associate Degree,USA,50000.00,0.00,2000.00,Female
18-21,3,"Health care ",Direct Care Staff,Associate Degree,USA,40000.00,500.00,2000.00,Male
18-21,1,"Health care ",Labor and delivery nurse nights,Bachelor's Degree,USA,60559.00,0.00,10000.00,Female
18-21,3,"Health care ","Certified Nursing Assistant ","High School Graduate, Diploma or the equivalent (e",USA,20000.00,0.00,0.00,Female
18-21,3,"Health care ","Community Health Worker ","Some College credit, no degree",USA,20000.00,0.00,0.00,Female
18-21,1,"Health care ","Medical assistant ",No Schooling Completed,USA,21600.00,0.00,0.00,Female
18-21,1,"Health care ",STNA,"High School Graduate, Diploma or the equivalent (e",USA,25000.00,0.00,0.00,Female
18-21,2,"Health care ","Direct Support Professional ",No Schooling Completed,USA,30000.00,0.00,0.00,Female
18-21,2,"Health care ",Marketing intern,"Some College credit, no degree",USA,30000.00,0.00,0.00,Female
18-21,5,"Health care ","Premium billing specialist ","Some College credit, no degree",USA,31000.00,0.00,0.00,Female
18-21,1,"Health care ",N/A,"Some College credit, no degree",USA,46000.00,0.00,0.00,Female
18-21,1,"Health care ","Medical receptionist ","Some College credit, no degree",AUSTRALIA,50000.00,0.00,0.00,Female
18-21,1,"Health care ","Medical Lab Technician ","Some College credit, no degree",USA,23000.00,0.00,0.00,Female
18-21,1,"Health care ",Resource Coordinator,Bachelor's Degree,USA,37000.00,300.00,0.00,Female
18-21,1,"Health care ",Recovery Coach,"Some College credit, no degree",USA,14000.00,0.00,0.00,Male
18-21,3,"Health care ","Digital Marketing Assistant ",Bachelor's Degree,USA,50000.00,0.00,0.00,Male
18-21,4,"Health care ","COO SNF Management ","Some High School, No Diploma",USA,NULL,0.00,0.00,Male
18-21,2,"Health care ",Caregiver,"Some College credit, no degree",USA,34320.00,0.00,0.00,Female
18-21,5,"Health care ",Project Manager,Master's Degree,USA,53560.00,50.00,0.00,Female
18-21,1,"Health care ",IndUSAtrial engineer,"Some College credit, no degree",USA,66000.00,0.00,0.00,Female
18-21,2,"Health care ",Software Engineer,Bachelor's Degree,USA,95000.00,8000.00,10000.00,Male
18-21,1,"Health care ",Executive Assistant,Bachelor's Degree,USA,31000.00,0.00,0.00,Female
18-21,2,"Health care ",Jr. Clinical Data Abstractor,Bachelor's Degree,USA,45000.00,0.00,0.00,Female
18-21,5,"Health care ",EMT,"Trade, Technical, Vocational Training",USA,58000.00,0.00,0.00,Male
18-21,1,"Health care ",Medical Biller,"Some College credit, no degree",USA,34500.00,0.03,0.00,Female
18-21,2,"Health care ","Support worker ",Master's Degree,USA,18000.00,0.00,0.00,Female
18-21,3,Hedge Fund,Equity Research International Markets,"Some College credit, no degree",USA,175000.00,150000.00,50000.00,Male
18-21,1,High Frequency Trading,Software Engineer,Bachelor's Degree,USA,175000.00,100000.00,150000.00,Male
18-21,1,Higher Education,Social Media Intern,"Some College credit, no degree",USA,20800.00,0.00,0.00,Female
18-21,2,Higher Education,CampUSA Representative,Master's Degree,USA,41000.00,0.00,0.00,Female
18-21,2,Higher Education,Digital Fundraising Strategist,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
18-21,1,Higher Education,Associate Enrollment Advisor,Bachelor's Degree,USA,50000.00,0.00,0.00,Female
18-21,4,"Higher Education ","Assistant Director of Graduate Admissions ",Bachelor's Degree,USA,41000.00,0.00,0.00,Female
18-21,1,"Higher education ",Admissions Counselor,Bachelor's Degree,USA,42500.00,5000.00,0.00,Female
18-21,6,"Higher Education ","Athletic Coordinator ","Some College credit, no degree",CANADA,12000.00,0.00,0.00,Male
18-21,5,"Home Improvement ",Internet Fulfillment Lead,"Some College credit, no degree",USA,38000.00,500.00,0.00,Male
18-21,1,"Home inspection ","Office ","Some College credit, no degree",USA,34000.00,0.00,0.00,Female
18-21,1,Horse show,Jump crew,No Schooling Completed,USA,78000.00,0.00,0.00,Male
18-21,4,Hospitality,"Wine Bar Attendant / Hostess ","Some College credit, no degree",AUSTRALIA,34560.00,0.00,0.00,Female
18-21,3,Hospitality,Banquet cook,"Some College credit, no degree",CANADA,42000.00,3000.00,600.00,Female
18-21,2,Hospitality,Assistant Resort Manager,"Some College credit, no degree",USA,50000.00,8000.00,3000.00,Male
18-21,4,Hospitality,Receptionist,"Some College credit, no degree",USA,15000.00,0.00,0.00,Female
18-21,2,Hospitality,"Waitress/ Food and Beverage Assistant ",Bachelor's Degree,IRELAND,22200.00,0.00,0.00,Female
18-21,2,Hospitality,Waitress,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,30000.00,0.00,0.00,Female
18-21,1,Hospitality,Guest Service Representative (Front Desk),"Some College credit, no degree",USA,31200.00,0.00,0.00,Female
18-21,4,Hospitality,Server,Bachelor's Degree,USA,40000.00,0.00,0.00,Female
18-21,1,Hospitality,Bartender,"Some College credit, no degree",USA,41000.00,0.00,0.00,Female
18-21,1,Hospitality,Waitress,"Trade, Technical, Vocational Training",AUSTRALIA,44000.00,0.00,0.00,Female
18-21,1,Hospitality,Front of HoUSAe,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,46800.00,0.00,0.00,Female
18-21,1,Hospitality,Waitress,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,50000.00,0.00,0.00,Female
18-21,1,Hospitality,Social Media Manager,Bachelor's Degree,USA,60000.00,0.00,0.00,Female
18-21,1,Hospitality,Food and Beverage Sales Executive,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,62000.00,0.00,0.00,Female
18-21,3,Hospitality,Waitress,Bachelor's Degree,ENGLAND,11000.00,300.00,0.00,Female
18-21,1,Hospitality,Waitress,"Some College credit, no degree",USA,60000.00,2000.00,0.00,Female
18-21,3,Hospitality,Group Sales and Events Coordinator,Bachelor's Degree,USA,30000.00,7000.00,0.00,Female
18-21,4,Hospitality,Lifeguarding,"Some High School, No Diploma",CANADA,20000.00,0.00,0.00,Male
18-21,3,Hospitality,MarinaStoreSupervisor,AssociateDegree,USA,60000.00,0.00,0.00,Male
18-21,1,Hospitality,Convenience Store Manager,"Some College credit, no degree",NEW ZEALAND,91000.00,0.00,0.00,Male
18-21,2,Hospitality,"Hotel receptionist ",Bachelor's Degree,IRELAND,20280.00,0.00,0.00,Female
18-21,1,Hospitality,"Operations Associate ",Bachelor's Degree,USA,52000.00,1200.00,1500.00,Female
18-21,1,Hospitality,"Events assistant ","High School Graduate, Diploma or the equivalent (e","ENGLAND ",6000.00,0.00,0.00,Female
18-21,3,Hospitality,"Barista ",No Schooling Completed,AUSTRALIA,23000.00,0.00,0.00,Female
18-21,2,Hospitality,"Supervisor ",Bachelor's Degree,CANADA,33280.00,0.00,0.00,Female
18-21,3,Hospitality,"Host ","Some College credit, no degree",CANADA,34000.00,0.00,0.00,Female
18-21,1,Hospitality,"Waitress ","High School Graduate, Diploma or the equivalent (e",AUSTRALIA,40000.00,0.00,0.00,Female
18-21,3,Hospitality,"Finance ",Bachelor's Degree,USA,57500.00,0.00,0.00,Female
18-21,3,Hospitality,Chef,"Trade, Technical, Vocational Training",AUSTRALIA,62000.00,0.00,0.00,Female
18-21,1,Hospitality,Bar worker,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,40000.00,500.00,0.00,Female
18-21,3,Hospitality,"Assistant Manager ","High School Graduate, Diploma or the equivalent (e",USA,62000.00,500.00,0.00,Female
18-21,4,Hospitality,"Bar Manager ","High School Graduate, Diploma or the equivalent (e",AUSTRALIA,67500.00,2000.00,0.00,Female
18-21,2,Hospitality,Director of Sales,"Some College credit, no degree",USA,60000.00,12000.00,0.00,Female
18-21,3,Hospitality,"Front desk associate ",Associate Degree,USA,30000.00,0.00,0.00,Male
18-21,1,Hospitality,"Assistant General Manager ","Some College credit, no degree",USA,31200.00,0.00,0.00,Male
18-21,2,Hospitality,"Front Desk Supervisor ","High School Graduate, Diploma or the equivalent (e",USA,36000.00,0.00,0.00,Male
18-21,3,Hospitality,Guest Services Representative,"High School Graduate, Diploma or the equivalent (e",CANADA,27150.00,800.00,0.00,Male
18-21,1,Hospitality,Night Audit,"High School Graduate, Diploma or the equivalent (e",USA,55000.00,2000.00,0.00,Male
18-21,2,Hospitality,Waiter,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,50000.00,20000.00,0.00,Male
18-21,1,"Hospitality: Restaurant ",Cashier,"High School Graduate, Diploma or the equivalent (e",USA,31200.00,0.00,0.00,Male
18-21,1,Hotel Real Estate,Advisory & Acquisitions Analyst,Bachelor's Degree,USA,78000.00,7800.00,3000.00,Female
18-21,3,Housing,Leasing Manager,Bachelor's Degree,USA,31200.00,500.00,0.00,Female
18-21,1,Human Resources,HR Analyst,"Some College credit, no degree",USA,64000.00,0.00,5000.00,Female
18-21,1,Human Resources,Sr. HRA,Bachelor's Degree,USA,57491.20,1000.00,10000.00,Female
18-21,4,Human Resources,HR Officer,"Some High School, No Diploma","ENGLAND ",20945.00,0.00,0.00,Female
18-21,1,Human Resources,HR Administrator,"Some College credit, no degree",USA,21000.00,0.00,0.00,Female
18-21,1,Human Resources,HR Coordinator,Bachelor's Degree,USA,40000.00,0.00,0.00,Female
18-21,2,Human Resources,HRBP,Bachelor's Degree,USA,55000.00,4000.00,0.00,Female
18-21,2,Human Resources,"Marketing ",Bachelor's Degree,"ENGLAND ",26000.00,0.00,0.00,Male
18-21,1,Human Resources,"Talent Acquisition Coordinator ",Bachelor's Degree,USA,50000.00,0.00,0.00,Female
18-21,3,Human Rescources,Program Manager,Master's Degree,USA,72000.00,0.00,0.00,Male
18-21,3,Human Resources,Consultant,Master's Degree,USA,80000.00,0.00,0.00,Female
18-21,3,Human Resources,HR BUSAiness Partner,"Some College credit, no degree",USA,87000.00,16000.00,0.00,Male
18-21,1,"Human Resources ",HR Assistant,Master's Degree,USA,55000.00,5000.00,0.00,Male
18-21,1,"Human Resources ",Human Evaluator,"Some College credit, no degree",USA,35000.00,0.00,0.00,Female
18-21,1,"Human Resources ","Human Resources Representative ",Bachelor's Degree,USA,31200.00,0.00,0.00,Female
18-21,5,"Human Resources ",Human resources,Associate Degree,USA,43000.00,1500.00,0.00,Female
18-21,3,"Human Resources ",Talent Acquisition Partner,Bachelor's Degree,USA,70000.00,3000.00,0.00,Female
18-21,1,"Human Resources ","Compensation Specialist ",Bachelor's Degree,USA,58000.00,5300.00,0.00,Female
18-21,1,HVAC,"Inside sales ",Bachelor's Degree,USA,58000.00,0.00,5000.00,Female
18-21,13,Technology,Software Developer,"Some College credit, no degree",USA,52000.00,0.00,0.00,Male
18-21,2,Technology,Systems engineer,"High School Graduate, Diploma or the equivalent (e",AUSTRALIA,95000.00,0.00,1500.00,Male
18-21,3,Industrial,Customer Service Representative,Associate Degree,USA,43600.00,0.00,0.00,Female
18-21,1,Industrial,"Sales engineer ",Bachelor's Degree,USA,68000.00,15000.00,0.00,Male
18-21,1,Industrial,Software Engineer,Bachelor's Degree,USA,95000.00,6000.00,12500.00,Male
18-21,2,"Influencing ",content creator,"High School Graduate, Diploma or the equivalent (e",USA,10000.00,0.00,0.00,Male
18-21,2,"Influencing ",Influencer/YouTuber,"High School Graduate, Diploma or the equivalent (e",USA,220000.00,0.00,0.00,Female
18-21,1,Technology,"Associate Client Services ",Bachelor's Degree,USA,58500.00,0.00,0.00,Female
18-21,1,Technology,"Client Associate ",Bachelor's Degree,USA,60000.00,15000.00,0.00,Female
18-21,1,Technology,"Technology Consultant Intern ","Some College credit, no degree",USA,80000.00,0.00,0.00,Female
18-21,3,Technology,Cloud Engineer,"High School Graduate, Diploma or the equivalent (e",USA,80000.00,0.00,0.00,Female
18-21,1,Technology,Enterprise Technician,"Some College credit, no degree",USA,31200.00,0.00,0.00,Male
